id,age,genre,revenu,region,ville,arrondissement,accorderie,mapid,address,longitude,latitude
81,66-80,1,0,Brompton,,,,,3R7,-71.9249961349225,45.500953173311
82,31-54,0,10001-20000,Fleurimont,,,,,4M2,-71.87732818151731,45.40318859897529
83,31-54,1,,Fleurimont,,,,,1I1,-71.85651877632763,45.4043712233393
84,31-54,1,,Lennoxville,,,,,2I6,-71.86498574595183,45.380915469154516
85,81-95,1,,des Nations,,,,,7G4,-71.91010841295812,45.40806432373251
86,31-54,0,30001-50000,Saint-Élie,,,,,7V6,-72.04886533397776,45.39011688057476
87,31-54,1,50001-,Fleurimont,,,,,8N1,-71.8657697345222,45.410740290931514
88,66-80,0,50001-,des Nations,,,,,9M8,-71.92710620381989,45.413222249635844
89,55-65,0,20001-30000,Saint-Élie,,,,,3F8,-72.00122496667495,45.37338416502288
90,81-95,1,0,Mont-Bellevue,,,,,5S4,-71.94236790345099,45.369088606922446
91,31-54,0,,Fleurimont,,,,,6E7,-71.8764890296391,45.42300151725609
92,55-65,1,,des Nations,,,,,9A7,-71.94808852929911,45.40424140466313
93,66-80,1,,des Nations,,,,,4V5,-71.95638492743008,45.41924651771724
94,66-80,1,,des Nations,,,,,2X6,-71.94066831461693,45.419307061493534
95,55-65,0,0-10000,Saint-Élie,,,,,1M8,-72.0365661697968,45.436886770516864
96,66-80,0,,Mont-Bellevue,,,,,6E5,-71.90229832399451,45.37996793029684
97,66-80,1,0-10000,Fleurimont,,,,,9L4,-71.84952471632646,45.43895988308305
98,31-54,0,50001-,des Nations,,,,,9N7,-71.96383473025287,45.41628382739567
99,66-80,1,50001-,Brompton,,,,,3H6,-71.97024330368632,45.48991662281122
100,31-54,0,,des Nations,,,,,5W4,-71.96662256748279,45.416365731055485
101,55-65,0,20001-30000,des Nations,,,,,8E9,-71.92972889890649,45.40783600436532
102,31-54,0,50001-,Lennoxville,,,,,1B9,-71.85050172924225,45.38305768255303
103,66-80,1,20001-30000,Saint-Élie,,,,,3T5,-72.0125319324216,45.409230325661575
104,81-95,1,,Brompton,,,,,4I5,-71.99478111743872,45.49478013747633
105,31-54,1,10001-20000,Lennoxville,,,,,2M2,-71.85647768706264,45.3718624914718
106,31-54,1,30001-50000,Fleurimont,,,,,6H3,-71.87297603861988,45.40515954798267
107,31-54,0,30001-50000,Mont-Bellevue,,,,,5K4,-71.91587826047848,45.38121465222911
108,66-80,0,,Saint-Élie,,,,,3I2,-72.03455039418895,45.4259972219258
109,31-54,0,0-10000,Mont-Bellevue,,,,,2B2,-71.9184559666835,45.37580503637876
110,31-54,0,0,Lennoxville,,,,,2B3,-71.83540156998987,45.378979666803225
111,55-65,0,0-10000,Lennoxville,,,,,8V1,-71.83995317929559,45.376623975575846
112,31-54,1,0,Brompton,,,,,2Q8,-71.94049039372975,45.4735916687954
113,31-54,1,30001-50000,Brompton,,,,,8F8,-71.92918070422152,45.49390808588088
114,66-80,1,30001-50000,Brompton,,,,,9I4,-71.94214773430541,45.46316147949262
115,31-54,1,50001-,des Nations,,,,,7Q6,-71.91476680969396,45.42002648839289
116,31-54,0,10001-20000,Brompton,,,,,9O9,-71.9476870052714,45.47725258627655
117,66-80,0,,Brompton,,,,,9I5,-71.90973549944201,45.4843801683768
118,66-80,0,0-10000,des Nations,,,,,4W8,-71.93060485477233,45.423576965761065
119,55-65,0,10001-20000,Lennoxville,,,,,5X9,-71.84724093956733,45.36226893741925
120,55-65,1,30001-50000,des Nations,,,,,6L7,-71.94525773768842,45.42293470451614
121,66-80,1,0,Brompton,,,,,3L8,-71.90162460237023,45.475896927215935
122,66-80,1,,Mont-Bellevue,,,,,3K2,-71.94245615189307,45.38013344831274
123,31-54,0,,Fleurimont,,,,,7A3,-71.8598915607587,45.41893259072335
124,66-80,0,20001-30000,Lennoxville,,,,,4I8,-71.86596941508762,45.356823892222465
125,31-54,1,50001-,Fleurimont,,,,,4A9,-71.86822079576375,45.4407364136501
126,31-54,0,50001-,Saint-Élie,,,,,5O3,-72.03075950052559,45.40886657103004
127,55-65,0,50001-,Lennoxville,,,,,5R6,-71.8545198915497,45.382253212639704
128,31-54,1,50001-,Fleurimont,,,,,5F1,-71.8582896893492,45.412348083400005
129,81-95,1,50001-,Saint-Élie,,,,,9A8,-72.04200748358798,45.416791927085036
130,31-54,1,,Mont-Bellevue,,,,,9N4,-71.93422578450331,45.37898389127851
131,66-80,0,0,des Nations,,,,,3A7,-71.92645059915478,45.42095490733456
132,81-95,1,0-10000,Lennoxville,,,,,3Y8,-71.83734650648599,45.375040269334356
133,31-54,0,10001-20000,des Nations,,,,,7T8,-71.92101220417719,45.42483701630833
134,55-65,1,0,Fleurimont,,,,,7M4,-71.87475103126721,45.41738562863042
135,31-54,0,0-10000,Saint-Élie,,,,,6G8,-72.0155979051767,45.41693081131928
136,66-80,0,0,Brompton,,,,,4Y7,-71.9739049469018,45.485437538770825
137,55-65,0,0,des Nations,,,,,7R9,-71.93873292869175,45.41738258465442
138,55-65,1,0-10000,Mont-Bellevue,,,,,1E6,-71.9102255921319,45.37249512458741
139,66-80,0,10001-20000,Brompton,,,,,3K8,-71.97855738392914,45.4955657839584
140,31-54,1,30001-50000,des Nations,,,,,2T8,-71.9550821502516,45.42705562437248
141,55-65,1,0,des Nations,,,,,1V5,-71.93078061321567,45.41278744462289
142,31-54,0,0,Mont-Bellevue,,,,,6G7,-71.92329932050365,45.3658866762101
143,66-80,0,0-10000,Brompton,,,,,7L3,-71.9699831065234,45.47271965063924
144,31-54,0,10001-20000,des Nations,,,,,7K6,-71.91501247838896,45.4286794113631
145,66-80,0,30001-50000,Saint-Élie,,,,,3E7,-72.02201977197359,45.38299613456589
146,66-80,1,30001-50000,Mont-Bellevue,,,,,8G3,-71.942746054771,45.374304821462026
147,31-54,1,,Lennoxville,,,,,5B1,-71.8225967481618,45.35410815920185
148,31-54,0,20001-30000,Brompton,,,,,4A3,-71.92384765454075,45.46787239837527
149,66-80,1,0-10000,Fleurimont,,,,,3U5,-71.85261716843404,45.426104223928185
150,66-80,1,10001-20000,Saint-Élie,,,,,5U4,-72.05690932775663,45.42830144323737
151,31-54,0,30001-50000,Brompton,,,,,3W8,-71.90528874825404,45.49675353900349
152,81-95,0,10001-20000,Mont-Bellevue,,,,,7G7,-71.90369390117682,45.37316230875525
153,31-54,1,10001-20000,Brompton,,,,,5S2,-71.978357938569,45.48680619357473
154,55-65,1,0,Brompton,,,,,6H6,-71.92405283729403,45.48518109207707
155,31-54,0,10001-20000,Fleurimont,,,,,9T7,-71.84462797780783,45.43615177302697
156,66-80,1,0,Lennoxville,,,,,9T2,-71.82572426885432,45.365547124262775
157,31-54,1,,Brompton,,,,,3F8,-71.94923818198977,45.49447322019778
158,31-54,1,0-10000,Fleurimont,,,,,9L8,-71.84714028465895,45.413974328297805
159,31-54,1,30001-50000,Brompton,,,,,4D2,-71.9272832755792,45.46614331369129
160,31-54,1,,Brompton,,,,,5P3,-71.975089461992,45.480593447727706
161,31-54,1,50001-,Brompton,,,,,2G9,-71.96913561248421,45.48407504262469
162,66-80,0,,des Nations,,,,,4F2,-71.9501272185926,45.42761875622347
163,31-54,1,50001-,des Nations,,,,,3K3,-71.96296520024417,45.401355859704786
164,55-65,1,30001-50000,Mont-Bellevue,,,,,5W7,-71.9368834538844,45.39264511399811
165,31-54,1,0,Fleurimont,,,,,1G1,-71.86678569105216,45.40633679605904
166,31-54,1,20001-30000,Fleurimont,,,,,6E6,-71.84850066753081,45.405813168202016
167,31-54,1,30001-50000,Mont-Bellevue,,,,,1K5,-71.9473312034691,45.375832167868516
168,31-54,1,10001-20000,Lennoxville,,,,,3P8,-71.83386708552086,45.359023326283136
169,66-80,1,0-10000,Brompton,,,,,1X7,-71.96297399632138,45.49792462435373
170,31-54,0,10001-20000,Mont-Bellevue,,,,,2U5,-71.91400177193579,45.36707843250019
171,31-54,1,20001-30000,Saint-Élie,,,,,3C9,-72.03067693007765,45.39005960071226
172,66-80,0,0-10000,Saint-Élie,,,,,9K6,-72.05875542275368,45.43870633866054
173,31-54,1,0,des Nations,,,,,1Q6,-71.95000627711461,45.39842849622045
174,31-54,1,0-10000,Lennoxville,,,,,3K4,-71.84847701322458,45.35642346527045
175,31-54,0,30001-50000,Fleurimont,,,,,4P4,-71.86847574620869,45.438728085168904
176,66-80,1,,Saint-Élie,,,,,2H5,-71.99149566485835,45.377352190601556
177,81-95,1,10001-20000,Lennoxville,,,,,5Q9,-71.82866595824281,45.37596877391141
178,31-54,1,20001-30000,Lennoxville,,,,,4E2,-71.83494513076926,45.35887261851621
179,66-80,1,10001-20000,Fleurimont,,,,,9H9,-71.87915841207453,45.41099139509635
180,55-65,1,10001-20000,Brompton,,,,,1X5,-71.91769951465568,45.475032893075635
181,31-54,1,0-10000,Lennoxville,,,,,3S2,-71.82102693088262,45.359939936739295
182,31-54,0,0,Saint-Élie,,,,,8X3,-72.04808190205634,45.3723799655342
183,66-80,1,,Lennoxville,,,,,5K1,-71.86031908107512,45.35767349732984
184,66-80,1,30001-50000,Lennoxville,,,,,8F9,-71.82499441561451,45.383210198295714
185,55-65,0,0-10000,Mont-Bellevue,,,,,8S1,-71.915621003403,45.364831281618486
186,66-80,1,10001-20000,Saint-Élie,,,,,9W8,-72.01685987336191,45.43683064886452
187,31-54,1,50001-,des Nations,,,,,5H8,-71.91705882682493,45.42175270668406
188,31-54,0,50001-,Saint-Élie,,,,,5A5,-72.01115719694101,45.401366859663305
189,55-65,0,0,Lennoxville,,,,,6B7,-71.83753640550391,45.367741066030504
190,66-80,1,,Lennoxville,,,,,4L3,-71.8729501461753,45.37733784240559
191,31-54,0,,des Nations,,,,,4E4,-71.9593066895021,45.42037405035484
192,55-65,0,50001-,des Nations,,,,,4Y7,-71.92437938354476,45.41626568842745
193,31-54,1,30001-50000,Lennoxville,,,,,7V1,-71.83128179720931,45.3732993536902
194,55-65,1,0-10000,Fleurimont,,,,,9K7,-71.86885549272932,45.409135601869025
195,31-54,0,50001-,Brompton,,,,,6R4,-71.98811342505957,45.4712276251455
196,31-54,1,10001-20000,Saint-Élie,,,,,1R7,-72.0235710234723,45.434491303576976
197,31-54,0,20001-30000,des Nations,,,,,2K7,-71.91698877236718,45.4043693251327
198,31-54,1,30001-50000,Brompton,,,,,2I6,-71.91271205317851,45.49985314291239
199,66-80,1,30001-50000,Lennoxville,,,,,5Y1,-71.83374299347734,45.37735249984144
200,66-80,1,0,Lennoxville,,,,,3K4,-71.8642035717309,45.36847433786669
201,31-54,0,20001-30000,Lennoxville,,,,,3R6,-71.8612448914805,45.366971118764994
202,31-54,0,,Mont-Bellevue,,,,,9U4,-71.91795643880407,45.37189216530381
203,31-54,0,50001-,des Nations,,,,,7M2,-71.93083423582732,45.397606609641635
204,66-80,1,0-10000,des Nations,,,,,7W9,-71.93689205267009,45.40734952922519
205,31-54,1,50001-,Lennoxville,,,,,1G2,-71.83211902986258,45.369952996916645
206,31-54,0,50001-,Fleurimont,,,,,7K4,-71.86358652054633,45.42976478475997
207,66-80,0,50001-,Brompton,,,,,3S5,-71.94018266939949,45.49143126368214
208,31-54,1,0-10000,Saint-Élie,,,,,6T2,-71.99368517491173,45.43648741687563
209,31-54,1,50001-,Mont-Bellevue,,,,,8E8,-71.91984345651602,45.37283790542161
210,31-54,0,30001-50000,Fleurimont,,,,,1W2,-71.85671190357647,45.426185685664635
211,66-80,1,50001-,Mont-Bellevue,,,,,4O6,-71.946716018241,45.39318242480043
212,66-80,1,,Brompton,,,,,5I8,-71.9766827933824,45.476337460921776
213,66-80,0,20001-30000,Brompton,,,,,4C4,-71.97501880119322,45.487802707402665
214,66-80,1,0,Lennoxville,,,,,1G6,-71.82861020893935,45.379680045189005
215,31-54,1,30001-50000,des Nations,,,,,7E8,-71.94475781081546,45.419920939917496
216,81-95,1,,Lennoxville,,,,,2W9,-71.83200763830101,45.371205499173925
217,31-54,1,10001-20000,Mont-Bellevue,,,,,3I1,-71.90868518045632,45.36539564402687
218,31-54,0,30001-50000,Mont-Bellevue,,,,,1T7,-71.93322037376895,45.373162878787916
219,55-65,0,0-10000,Mont-Bellevue,,,,,3F6,-71.89912919820394,45.380782449130805
220,66-80,0,0,Fleurimont,,,,,3V5,-71.88118470254916,45.43746318324402
221,66-80,1,,Saint-Élie,,,,,3V2,-72.03505468363154,45.43436694675324
222,31-54,1,50001-,Fleurimont,,,,,9L5,-71.84913454892671,45.42458462060174
223,66-80,0,0-10000,des Nations,,,,,4B4,-71.9407498271279,45.422878785694586
224,31-54,1,,Lennoxville,,,,,3N6,-71.83820379605551,45.35572761430251
225,66-80,1,0-10000,Fleurimont,,,,,1H6,-71.87303983870119,45.407091113956405
226,55-65,1,10001-20000,Fleurimont,,,,,5S7,-71.85113512813372,45.42857638526477
227,66-80,0,10001-20000,Saint-Élie,,,,,5K7,-72.05999199465016,45.41197265016663
228,66-80,1,30001-50000,Saint-Élie,,,,,3R6,-72.04280596791946,45.43142324399631
229,31-54,1,10001-20000,Mont-Bellevue,,,,,6Q1,-71.91637398706352,45.364899752932324
230,66-80,0,30001-50000,des Nations,,,,,4S6,-71.96140981799233,45.418145859270055
231,31-54,1,0,Saint-Élie,,,,,2G7,-72.05760956156915,45.424570992424414
232,66-80,0,0-10000,des Nations,,,,,6G8,-71.92683901005901,45.429618835971475
233,55-65,1,0,Brompton,,,,,3M4,-71.97177598682168,45.49564731260009
234,55-65,0,20001-30000,Brompton,,,,,4U8,-71.94612043279822,45.469257570401645
235,66-80,0,20001-30000,Lennoxville,,,,,6E2,-71.82156495532651,45.37496240114314
236,55-65,1,20001-30000,Fleurimont,,,,,9I1,-71.85771254683318,45.416383137350856
237,55-65,0,0,des Nations,,,,,1Q1,-71.91296032536326,45.41731197685604
238,66-80,0,10001-20000,Fleurimont,,,,,9X2,-71.83592637616624,45.41958167098317
239,66-80,1,30001-50000,Lennoxville,,,,,4T8,-71.8509750154282,45.376372089148255
240,31-54,1,0,Saint-Élie,,,,,1E8,-72.00584653373991,45.42918695041215
241,81-95,1,10001-20000,Brompton,,,,,9F2,-71.90048973696832,45.47551210083191
242,31-54,1,30001-50000,des Nations,,,,,9W6,-71.93570790514879,45.407573204139844
243,31-54,0,0-10000,Saint-Élie,,,,,6C4,-72.02007648661426,45.42162408627358
244,31-54,1,,Lennoxville,,,,,6F7,-71.83368915809281,45.378353356378916
245,66-80,1,30001-50000,Lennoxville,,,,,8S1,-71.84092741226588,45.35487938170977
246,55-65,1,,Saint-Élie,,,,,4I1,-72.06050391335455,45.43415172883945
247,31-54,0,,Lennoxville,,,,,4U4,-71.84889426926333,45.3659085591188
248,81-95,0,,Fleurimont,,,,,1G5,-71.88137751212906,45.412132398008374
249,31-54,0,50001-,Fleurimont,,,,,4H2,-71.85548464846961,45.41822489281768
250,55-65,0,,Mont-Bellevue,,,,,6X6,-71.9340589472253,45.36862504373191
251,31-54,1,,des Nations,,,,,1C9,-71.92901283639354,45.40570000202943
252,31-54,1,10001-20000,Mont-Bellevue,,,,,4M3,-71.92332292437806,45.36906405284805
253,66-80,1,20001-30000,Fleurimont,,,,,7N7,-71.83850609518288,45.415750375464896
254,31-54,0,10001-20000,Fleurimont,,,,,8D4,-71.87484772265745,45.419403398850044
255,55-65,1,10001-20000,Mont-Bellevue,,,,,4G4,-71.93551035907402,45.38513730594159
256,55-65,1,0-10000,Saint-Élie,,,,,1M2,-71.98757858213796,45.38524848387407
257,31-54,1,0,Saint-Élie,,,,,9B1,-72.03384769838058,45.41561948889225
258,31-54,0,10001-20000,Saint-Élie,,,,,7A4,-72.01555969487038,45.41124169792698
259,31-54,1,20001-30000,Saint-Élie,,,,,8O2,-72.01411615969097,45.426963502147316
260,55-65,0,20001-30000,Mont-Bellevue,,,,,4T1,-71.91153046916462,45.37084831907845
261,66-80,1,30001-50000,Saint-Élie,,,,,5M9,-72.00859994126604,45.43853083220086
262,55-65,1,50001-,Lennoxville,,,,,5V5,-71.8419595822755,45.36068089588873
263,66-80,1,20001-30000,Mont-Bellevue,,,,,4I4,-71.93979788881379,45.37905356561553
264,66-80,0,0-10000,Saint-Élie,,,,,7O3,-72.02528220134162,45.37273147271334
265,31-54,0,0,Lennoxville,,,,,5K8,-71.8217199002869,45.36454965372562
266,31-54,1,30001-50000,Mont-Bellevue,,,,,8M1,-71.90917281416193,45.36445200360453
267,66-80,1,0,Mont-Bellevue,,,,,2I5,-71.92794421506646,45.38544758435369
268,31-54,0,50001-,Fleurimont,,,,,9Y4,-71.84009210004531,45.419848504078274
269,31-54,0,0,Fleurimont,,,,,3E2,-71.87076269480947,45.43509540522718
270,31-54,1,0-10000,des Nations,,,,,1L7,-71.91203946793308,45.43174824949745
271,66-80,1,50001-,Saint-Élie,,,,,6T4,-72.03276717462974,45.42981507087513
272,81-95,0,30001-50000,Mont-Bellevue,,,,,5K5,-71.91547584942256,45.36746531785359
273,66-80,1,0-10000,Lennoxville,,,,,1E4,-71.86413377300272,45.38346778072647
274,31-54,0,0-10000,des Nations,,,,,1K7,-71.9561159000473,45.42348942534972
275,31-54,0,0-10000,Mont-Bellevue,,,,,4C2,-71.9264828691787,45.381314272486954
276,31-54,1,30001-50000,Brompton,,,,,3K9,-71.89963707733473,45.467963168016574
277,66-80,0,0,des Nations,,,,,8Y1,-71.95638802222827,45.42611041790862
278,66-80,1,20001-30000,Fleurimont,,,,,6Y1,-71.86226704477683,45.41127143495007
279,55-65,1,30001-50000,Saint-Élie,,,,,9F3,-72.03125554358331,45.42450340374235
280,55-65,1,0,Saint-Élie,,,,,9B3,-72.06385742230319,45.37647200928965
281,31-54,0,10001-20000,des Nations,,,,,7W3,-71.92849116180777,45.42732180445964
282,31-54,0,,Mont-Bellevue,,,,,9Q3,-71.92576094709162,45.39001810354088
283,31-54,0,50001-,Saint-Élie,,,,,3Q3,-71.99179021281776,45.411040214731116
284,31-54,1,0,Lennoxville,,,,,9U4,-71.8444096150785,45.38182089454443
285,31-54,1,0,Saint-Élie,,,,,1W2,-72.04766666251085,45.43783959909958
286,31-54,0,0,Saint-Élie,,,,,3S3,-72.04425526401764,45.37508318528276
287,66-80,0,30001-50000,des Nations,,,,,5B9,-71.91836074132384,45.40565798239641
288,55-65,0,0-10000,des Nations,,,,,6B8,-71.92781941291508,45.40408548377646
289,66-80,0,0-10000,Lennoxville,,,,,3L6,-71.86457619662878,45.38235426281933
290,66-80,0,,Mont-Bellevue,,,,,4F9,-71.94274414145309,45.36860654268256
291,66-80,1,10001-20000,Mont-Bellevue,,,,,1K1,-71.92490773946592,45.364847134269866
292,31-54,0,10001-20000,Fleurimont,,,,,9G9,-71.88215817419652,45.433180287886834
293,55-65,1,0-10000,des Nations,,,,,1P5,-71.9457597067007,45.4010725401538
294,55-65,1,20001-30000,des Nations,,,,,3Y1,-71.94826444446734,45.42013434464251
295,66-80,1,0,Saint-Élie,,,,,2G9,-72.04681942898289,45.40495475113448
296,55-65,0,10001-20000,Fleurimont,,,,,9U5,-71.84533447756935,45.41124671440813
297,81-95,1,0-10000,des Nations,,,,,5C4,-71.94732202101258,45.42017384851448
298,66-80,1,50001-,Saint-Élie,,,,,4T5,-72.0495608042338,45.37494702251314
299,66-80,1,0,des Nations,,,,,7I4,-71.91704850252239,45.42563973868129
300,31-54,0,20001-30000,Brompton,,,,,2H3,-71.97067521503003,45.46479515045626
301,31-54,0,30001-50000,Mont-Bellevue,,,,,9W7,-71.9261059679555,45.36522420655348
302,66-80,0,0,Brompton,,,,,8Q1,-71.93938143429551,45.48436355977121
303,31-54,1,0-10000,Lennoxville,,,,,6L8,-71.85884785506857,45.36078893381439
304,55-65,0,10001-20000,Fleurimont,,,,,8X5,-71.87860223000995,45.41888037312266
305,81-95,0,50001-,des Nations,,,,,3T7,-71.96633808451145,45.427584345998646
306,55-65,0,30001-50000,Saint-Élie,,,,,6I9,-72.06360816947823,45.41276355561906
307,31-54,1,10001-20000,Fleurimont,,,,,4F4,-71.85222536109221,45.42930021075497
308,55-65,1,50001-,Brompton,,,,,5P9,-71.91316119333283,45.493336680503624
309,55-65,0,0-10000,Brompton,,,,,2V9,-71.9450928840252,45.46466805511344
310,66-80,0,10001-20000,Lennoxville,,,,,1T4,-71.82290917357805,45.3786519521701
311,66-80,0,,Mont-Bellevue,,,,,7I6,-71.9183573843969,45.38024071739725
312,31-54,1,,Lennoxville,,,,,5X3,-71.85539124884023,45.37606017676052
313,66-80,0,10001-20000,Lennoxville,,,,,7L6,-71.86281424370256,45.369330479602084
314,55-65,0,50001-,Mont-Bellevue,,,,,7W1,-71.91253444063045,45.38130886604455
