source,target,duree,date,service,detailservice,accorderie,id
372,1,3,2010-09-20,Harmonisation énergétique
428,623,1,2017-04-02,Animation kiosque pour L'Accorderie
145,559,4,2012-08-18,Confection desserts pour événements
370,375,3,2014-03-25,Accompagnement rendez-vous divers
522,124,6,2010-02-22,Accompagnement musée
406,542,1,2021-09-13,Apprentissage de l'anglais
68,246,0,2010-04-08,Soutien en informatique
564,1,6,2017-11-15,Rencontre de travail comité accueil
537,404,6,2014-04-05,Accompagnement commerces avec carte de membre
522,495,4,2018-09-16,Transport besoins divers
204,17,0,2015-05-13,Des bras pour petit déménagement
402,534,5,2015-04-23,Rencontre de travail comité de financement
243,630,3,2019-07-02,Recherche d'emploi
482,498,1,2016-04-01,Initiation générale é l'informatique
285,529,3,2011-06-14,Apprentissage de l'anglais
632,92,6,2018-05-03,Promenade chien
281,57,4,2015-04-10,Prise de photos portrait
442,189,2,2012-01-14,Initiation et aide Espace membre
306,335,3,2022-05-12,Travaux d'entretien de terrains
550,39,2,2020-02-28,Coud bas de pantalon
626,248,3,2015-03-13,Transport besoins divers
123,56,1,2019-07-28,Préparation muffins
94,366,2,2012-07-14,Dépannage pour ordinateurs P.C.
539,181,4,2015-11-27,Confection bijoux en matiéres recyclées
393,263,2,2021-11-19,AccordeurE inscritE é la location solidaire (é titre d'information)
224,15,3,2011-08-21,Prise de photos portrait
377,380,5,2020-02-05,Petites réparations vétements
540,411,5,2022-02-06,Tâches manuelles pour L'Accorderie
341,62,4,2006-08-13,élaboration du Journal / du Bottin
233,620,6,2015-01-15,Rencontre de travail aménagement / entretien des locaux
165,363,1,2011-04-21,Accompagnement démarches suite é un décés
182,277,2,2018-04-06,Rédaction textes en franéais
382,356,0,2011-11-11,Développement d'outils pour L'Accorderie
544,359,2,2015-01-17,Parrainage nouveaux AccordeurEs
137,197,4,2022-10-20,Communication interne
397,62,2,2022-06-19,Tâche contact communautaire
289,27,6,2008-05-15,Optimisation systéme d'exploitation (software)
183,618,5,2013-11-15,Transcription enregistrement audio (verbatim)
277,149,2,2017-02-15,Rencontre comité Vie associative et gestion de l'échange
77,438,3,2017-09-03,Réparation vélos
92,343,2,2021-03-16,Initiation cellulaires / téléphones intelligents
187,543,0,2022-06-27,Appels de courtoisie
479,199,0,2013-10-18,Correction textes en franéais
35,183,3,2010-01-04,Initiation usage de machine é coudre
414,424,0,2011-08-06,Conseils pour décoration intérieure
501,106,0,2019-04-09,Dépannage disque dur
239,630,0,2013-11-14,Tâches cléricales pour L'Accorderie
308,175,6,2019-12-12,Préparation muffins santé
1,409,2,2021-08-09,Tâches cléricales comité de financement
141,88,6,2014-11-15,Peinture extérieure
426,243,0,2018-02-08,Conseils pour décoration intérieure
302,381,3,2008-02-08,Réparations de petits moteurs électriques
485,439,4,2019-07-09,Correction textes en franéais
236,298,0,2019-03-08,Conversation espagnole
392,15,2,2013-12-26,Travaux d'entretien de terrains
240,175,2,2019-07-22,Rédaction Curriculum vitae
240,149,4,2018-11-11,Initiation et aide Espace membre
539,212,0,2015-10-01,Récupération outils usagés
373,371,6,2021-07-10,Menus travaux électricité
255,532,1,2016-08-06,Garde d'enfants é ma maison
124,194,6,2021-12-18,Des bras pour gros déménagement
430,202,3,2010-03-26,Remboursement
61,3,3,2018-03-31,Soutien en informatique
288,233,5,2012-02-14,Organisation événements sociaux
128,158,1,2019-09-25,Soutien en informatique
341,579,3,2012-10-05,Animation kiosque pour L'Accorderie
93,487,3,2021-05-29,Tonte de gazon
241,60,3,2013-03-11,Rencontre de travail comité gestion
141,363,5,2013-02-03,Parrainage nouveaux AccordeurEs
253,627,1,2018-09-21,Bilan de santé naturopathique
225,624,4,2020-08-16,Tâches pour Fétes ou 5 é 7 de L'Accorderie
242,252,4,2014-01-31,Rencontre de travail comité de financement
333,96,3,2022-10-30,Initiation orientation avec cartes et boussole
555,156,1,2019-02-27,Travaux d'entretien de terrains
427,189,6,2007-08-29,Initiation orientation avec cartes et boussole
287,57,0,2022-12-21,Aide pour préparer déménagement
528,499,4,2007-12-05,Comité accueil - équipe téléphone
329,628,6,2016-07-30,Fabrication de bijoux
176,551,5,2020-10-29,Recherche Internet
521,427,2,2010-05-14,Correction textes en anglais
537,607,3,2017-06-10,Rapport d'impét personnel
607,531,0,2019-07-09,Mise à jour de la liste des membres
391,517,4,2011-07-13,Bon cadeau
38,531,4,2007-12-16,Tâches cléricales comité de financement
131,362,4,2020-12-01,Tâches manuelles pour L'Accorderie
299,279,5,2016-02-19,Organisation / animation activité de L'Accorderie
537,407,2,2016-05-13,Tâches cléricales pour L'Accorderie
201,189,1,2017-04-12,Aménagement paysager
223,438,5,2010-12-22,Dépannage pour ordinateurs P.C.
323,248,4,2022-08-17,APIC-Accompagnement d'aénés
268,381,2,2017-02-24,Organisation / animation activité de L'Accorderie
596,196,6,2016-04-12,Aide au désencombrement
260,393,3,2015-01-29,Animation kiosque pour L'Accorderie
376,588,4,2013-12-29,Travaux d'entretien de terrains
197,438,5,2015-07-29,Réparation appareils électroniques
191,592,4,2020-09-06,Travail sur carosserie auto
309,487,2,2018-07-18,Parrainage nouveaux AccordeurEs
153,87,3,2016-05-22,Développement d'outils pour L'Accorderie
330,386,5,2020-03-07,Représentation de L'Accorderie
18,314,3,2022-03-04,Accompagnement marche
464,192,1,2019-06-21,Initiation générale é l'informatique
564,408,2,2020-04-17,Communication interne
145,301,1,2016-04-17,Comité communications - rencontre et téches
132,196,1,2015-11-05,Des bras pour moyen déménagement
581,86,0,2010-09-03,Tâches cléricales comité de financement
579,401,4,2019-07-05,Réparation ou restauration d'objets décoratifs
58,464,6,2016-08-21,Coud bas de pantalon
214,242,4,2022-01-30,Accompagnement musée
302,412,4,2017-07-28,Peinture intérieure
505,356,6,2022-09-30,Entretien ou réparation automobile
72,177,6,2015-01-28,Transport besoins divers
468,607,3,2016-10-12,Création ou élaboration d'un potager
274,356,6,2015-08-09,Couture de type industriel
483,532,1,2021-02-25,Petit déneigement
50,424,6,2012-04-02,Coud bas de pantalon
460,414,1,2018-10-18,Fabrication objets en macramé
290,458,5,2018-11-22,Production de sacs écologiques pour Accorderie
619,344,0,2019-01-05,Soins chat
236,333,4,2015-01-23,Tâches manuelles pour L'Accorderie
519,290,0,2016-06-08,Transcription enregistrement audio (verbatim)
86,368,3,2018-07-15,Dépannage pour ordinateurs P.C.
19,333,0,2016-12-22,Rencontre de travail comité gestion
141,12,6,2019-03-25,Préparation lunchs
87,562,2,2020-04-07,Accompagnement musée
111,389,3,2012-06-26,"Réparation coussins, rideaux, housses douillettes"
117,306,3,2021-06-25,Réflexologie
321,15,5,2019-10-18,Accompagnement rendez-vous divers
370,341,0,2008-10-20,Restauration ou fabrication de petits meubles
76,487,2,2019-05-20,Restauration ou fabrication de petits meubles
80,437,1,2022-11-29,Accompagnement démarches suite é un décés
239,525,0,2017-08-24,Démarrage du projet
23,230,2,2022-06-27,Conception jouets en fibres naturelles
61,238,1,2006-07-20,Conception jouets en fibres naturelles
389,285,5,2018-01-28,Commissions é votre place
202,82,6,2017-05-28,Aide pour jardinage
372,295,4,2011-01-30,Ménage léger
416,439,5,2016-01-24,Rapport d'impét personnel
262,563,6,2020-03-26,Initiation tablettes électroniques / iPad
526,572,5,2016-02-26,Rencontre de travail comité de financement
425,254,5,2018-05-02,Représentation de L'Accorderie
387,489,6,2020-04-06,- Foire de l'Artisanat
49,313,6,2019-05-23,Foire artisanale
194,468,5,2017-10-11,Prise de photos portrait
194,322,6,2009-11-21,Entretien jardin collectif
154,431,4,2012-06-30,Vérification comptable de L'Accorderie
173,131,4,2018-11-03,Récupération outils usagés
551,194,6,2016-03-16,Menus travaux plomberie
327,169,3,2016-06-08,Accompagnement épicerie
128,73,5,2011-03-20,Réparation vélos
284,534,3,2013-05-15,Entretien de plates-bandes
181,176,4,2016-12-05,Accompagnement épicerie
626,146,0,2019-06-26,Tâches manuelles pour L'Accorderie
402,587,2,2014-01-29,Garde d'enfants é votre maison
560,80,5,2011-03-11,Garde d'enfants é votre maison
237,496,2,2011-03-17,Organisation / animation activité de L'Accorderie
509,445,4,2012-11-19,Conseils démarrage entreprise
480,234,4,2019-05-03,Réparation ou restauration d'objets décoratifs
30,126,3,2010-06-12,Tâches cléricales pour L'Accorderie
586,177,2,2012-02-07,Transport avec camionnette
35,191,6,2020-01-30,Garde d'enfants é ma maison avec les miens
59,466,0,2018-10-19,Réparation vélos
239,415,1,2010-05-01,Conseils en aménagement paysager
347,355,6,2019-08-07,Accompagnement rendez-vous divers
486,235,1,2014-04-07,Initiation usage de machine é coudre
319,361,5,2020-08-01,Prise de photos portrait
432,409,3,2009-02-15,Préparation repas é congeler
130,628,3,2011-05-06,Accompagnement rendez-vous divers
552,399,5,2020-06-28,"Réparation coussins, rideaux, housses douillettes"
351,273,2,2019-12-14,Conception jouets en fibres naturelles
469,604,1,2019-09-13,Lavage de voiture
416,69,5,2015-08-26,Entretien de plates-bandes
144,423,6,2020-07-14,Massothérapie de détente
491,532,4,2017-05-25,Transport pour les courses
76,238,6,2021-11-07,Session d'accueil de L'Accorderie
512,77,4,2008-08-30,Travaux divers en hauteur
441,228,0,2019-11-15,Aide pour rénovation
303,574,1,2010-12-17,Réseau d'éclaireurs
551,458,3,2018-03-18,Initiation générale é l'informatique
556,504,3,2020-03-16,Rapport d'impét personnel
203,8,5,2019-02-14,Accompagnement choix de décoration
576,344,2,2021-02-20,Animation jardin collectif
500,537,2,2016-02-26,Aide pour jardinage
35,530,2,2021-06-15,Initiation é Internet et courriel
225,160,4,2011-12-09,Tâches activité de financement
632,13,6,2020-04-18,Conversation anglaise
457,601,0,2021-05-23,Peinture extérieure
539,486,1,2022-03-27,Entretien ou réparation automobile
446,141,2,2019-07-26,Rencontre comité Vie associative et gestion de l'échange
111,174,1,2017-02-23,Mise en page sur ordinateur
46,194,2,2020-11-03,Initiation générale é l'informatique
70,386,1,2017-02-03,Initiation cellulaires / téléphones intelligents
163,415,2,2017-10-18,Soutien en informatique
579,217,6,2017-06-19,Communications pour L'Accorderie
144,120,1,2010-11-03,Massothérapie de détente
268,214,1,2021-01-28,Aide pour préparer déménagement
407,65,1,2015-08-29,Confection bijoux en matiéres recyclées
619,587,5,2018-06-08,Tâches pour Fétes ou 5 é 7 de L'Accorderie
113,545,1,2018-12-09,Des bras pour gros déménagement
58,428,2,2018-01-24,Petites réparations vétements
26,303,4,2015-11-08,Garde d'enfants é ma maison
139,231,2,2022-06-17,Aide pour jardinage
626,186,5,2015-11-10,Initiation orientation avec cartes et boussole
375,94,0,2022-07-26,Petites réparations vétements
229,145,4,2018-05-07,Communication interne
563,592,5,2022-11-13,Accompagnement marche
482,498,0,2014-10-27,Menus travaux plomberie
167,163,3,2012-05-19,Assistance achat matériel informatique
490,246,5,2011-07-24,Menus travaux soudure
262,260,3,2018-08-14,Petites réparations vétements
480,419,3,2015-09-27,Confection pétisserie
153,343,1,2021-08-28,Transport avec remorque
519,524,1,2017-03-30,Soutien en informatique
308,157,0,2011-07-16,Coupe cheveux
16,158,4,2019-09-05,Travail sur carosserie auto
284,603,4,2012-12-24,Massage des pieds et mains
528,135,0,2013-10-19,Rencontre comité jardin collectif
393,13,6,2015-10-20,Aide au désencombrement
582,56,6,2018-07-14,Garde d'animaux é votre maison
128,567,4,2015-01-12,Rapport d'impét personnel
604,295,6,2020-06-19,Aide pour remplir formulaires
200,380,1,2019-10-15,Envoi postal pour L'Accorderie
383,203,5,2010-01-09,Lavage de voiture
358,454,6,2022-01-08,Formation pour L'Accorderie
305,558,0,2020-05-07,Soins chat
188,453,6,2010-02-05,Réparation vélos
184,12,0,2012-01-19,Rencontre de travail aménagement / entretien des locaux
58,514,5,2014-01-13,Dépannage pour ordinateurs P.C.
621,149,1,2022-03-15,Bricoleur pour petits travaux
323,616,1,2015-10-07,Garde d'animaux é votre maison
329,218,1,2013-11-20,Transport besoins divers
33,39,2,2015-05-11,Accompagnement démarches suite é un décés
242,291,3,2008-04-08,Rencontre de travail comité accueil
393,213,0,2009-04-17,Accompagnement cuisine
501,352,5,2012-12-11,Rapport d'impét personnel
46,595,5,2021-03-04,Nettoyage saisonnier de terrains
240,527,2,2022-06-12,APIC-Accompagnement d'aénés
42,343,6,2020-08-21,Conseils cuisine végétarienne ou végétalienne
339,545,6,2021-11-23,Petites réparations vétements
52,347,0,2020-05-29,Session d'accueil de L'Accorderie
486,149,0,2009-12-27,Comité Améliorons l'Accorderie
453,389,6,2019-02-09,Peinture extérieure
490,89,5,2020-09-23,Initiation création littéraire
290,24,3,2022-05-25,Conseils pour soins des arbres
44,335,3,2011-04-20,Numérisation photos
200,424,2,2017-07-18,Entretien de plates-bandes
539,237,5,2013-03-09,Organisation et animation groupes de discussion
304,537,2,2018-06-08,Initiation orientation avec cartes et boussole
70,397,5,2020-09-05,Aide pour cuisiner
579,242,1,2016-11-25,Accompagnement rendez-vous médicaux
161,200,0,2021-11-11,Des bras pour petit déménagement
265,391,5,2015-09-24,Tâches activité de financement
409,24,1,2018-04-21,Initiation fabrication de pain
570,325,5,2017-05-13,Apprentissage de la guitare
194,0,0,2021-12-20,Rencontre de travail comité accueil
16,423,3,2017-02-26,Petites réparations vétements
393,211,5,2022-05-31,Réparation bijoux
352,261,2,2018-10-08,Nettoyage saisonnier de terrains
372,231,1,2013-04-14,Animation kiosque pour L'Accorderie
370,101,4,2016-07-21,Rapport d'impét personnel
189,141,6,2009-08-28,Peinture extérieure
313,436,1,2013-05-12,Accueil/réception permanence Accorderie
596,512,4,2018-10-18,Massothérapie de détente
427,527,6,2013-04-19,Petites réparations vétements
437,133,1,2020-06-20,Rencontre de travail aménagement / entretien des locaux
113,476,3,2021-07-13,Peinture intérieure
294,308,6,2008-06-15,Tâches cléricales comité de financement
497,370,2,2011-08-11,Garde d'animaux é votre maison
537,2,3,2020-11-21,Taille de haie / arbustes
132,121,2,2020-08-04,Comité accueil - coordination
35,31,5,2016-11-26,Rapport d'impét personnel
181,438,4,2011-06-08,Aide pour jardinage
171,31,1,2020-11-06,Optimisation matériel informatique (hardware)
101,103,2,2018-09-15,Rencontre de travail comité gestion
321,330,2,2016-10-29,Correction textes en franéais
193,505,6,2022-09-27,Accompagnement rendez-vous divers
369,512,6,2009-06-17,Petites réparations vétements
113,249,3,2017-08-23,Correction textes en franéais
465,184,3,2012-10-22,Petit déneigement
177,411,5,2019-08-08,Apprentissage de la guitare
117,525,4,2020-03-29,Transport besoins divers
430,129,0,2022-09-13,Accompagnement musée
409,494,0,2012-03-09,élaboration du Journal / du Bottin
113,508,5,2013-08-03,Travaux divers en hauteur
522,194,6,2012-12-28,Accompagnement magasinage
70,167,4,2013-03-30,Garde d'enfants é ma maison
570,151,3,2020-12-01,Initiation Excel
413,260,6,2015-06-09,Aide pour cuisiner
568,41,2,2013-04-08,Transport moyenne distance
289,592,2,2007-03-19,Confection cartes de souhait artisanales
523,487,1,2008-07-15,Tâche contact communautaire
427,351,3,2022-01-26,Peinture intérieure
113,122,6,2012-01-03,Des bras pour petit déménagement
91,468,1,2018-07-31,Initiation photographie numérique
382,180,2,2017-07-29,Aide pour rénovation
245,341,6,2009-05-18,Harmonisation énergétique
526,392,3,2017-10-13,Garde de maison (home-sitting)
343,240,3,2015-02-08,Ménage léger
297,206,2,2022-09-16,Création ou élaboration d'un potager
385,141,3,2006-09-18,Aide pour jardinage
117,324,1,2007-04-19,Animation kiosque pour L'Accorderie
5,318,6,2009-12-11,Cuisine plats ou repas
579,596,0,2015-04-13,Emballage cadeau
263,252,1,2021-03-08,Commissions é votre place
217,199,5,2021-05-15,Correction textes en franéais
569,180,0,2019-09-07,Aide au désencombrement
254,545,6,2018-05-27,Aide pour rénovation
294,606,4,2021-07-04,Aide pour rénovation
392,512,2,2018-04-22,Comptabilité de L'Accorderie
173,522,6,2019-11-28,Prét d'un objet location solidaire
484,86,0,2016-03-15,Parrainage nouveaux AccordeurEs
273,262,2,2011-12-03,Initiation cellulaires / téléphones intelligents
123,608,5,2009-10-08,Peinture extérieure
47,437,5,2018-11-18,Envoi postal pour L'Accorderie
203,343,1,2022-03-22,Communications pour L'Accorderie
144,342,0,2013-07-17,Accompagnement rendez-vous divers
70,603,0,2010-12-20,Confection bijoux en matiéres recyclées
577,328,1,2018-04-12,Réparation petits appareils électriques
35,201,2,2012-03-20,Parrainage nouveaux AccordeurEs
427,226,2,2010-10-13,Commissions é votre place
24,201,2,2022-12-02,Transport besoins divers
147,118,4,2006-07-29,Menus travaux plomberie
269,239,2,2020-02-24,Initiation générale é l'informatique
72,357,0,2015-02-12,Tâches activité de financement
181,122,5,2016-07-19,Comptabilité de L'Accorderie
439,122,0,2012-03-10,Démarrage du projet
7,417,2,2010-06-23,Transport pour L'Accorderie
569,167,6,2020-09-20,Des bras pour petit déménagement
174,579,5,2020-08-29,Rapport d'impét personnel
370,127,0,2021-04-15,Massothérapie thérapeutique
377,277,3,2019-05-03,Aide pour jardinage
3,463,0,2015-08-14,Développement d'outils pour L'Accorderie
263,626,4,2019-07-17,Petites réparations vétements
547,143,5,2011-07-14,Appels de courtoisie
463,551,0,2011-09-24,Accompagnement démarches suite é un décés
