id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
65,0,1,0,Franquelin,Côte-Nord,,G0H,117,10404
66,31-54,1,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,10397
67,55-65,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10398
68,81-95,0,20001-30000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10399
69,31-54,1,50001-,Granby,Montérégie,,J2H,120,10400
70,66-80,0,20001-30000,Granby,Montérégie,,J2G,120,10401
71,31-54,0,0,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10402
72,66-80,1,30001-50000,Rawdon,Lanaudière,,J0K,92,10396
73,55-65,0,30001-50000,Saint-Tite,Mauricie,,G0X,92,10395
74,66-80,1,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10390
75,66-80,1,20001-30000,Sherbrooke,Estrie,Fleurimont,J1E,109,10391
76,66-80,1,20001-30000,Sherbrooke,Estrie,Fleurimont,J1E,109,10392
77,66-80,1,0,Ascot Corner,Estrie,,J0B,109,10393
78,66-80,1,50001-,Saint-Étienne-de-Bolton,Estrie,,J0E,120,10394
79,81-95,1,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,10388
80,66-80,0,30001-50000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,10389
81,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,10387
82,0,0,0,Longueuil,Montérégie,Le Vieux-Longueuil,J4R,115,10369
83,55-65,0,30001-50000,Granby,Montérégie,,J2J,120,10386
84,31-54,0,10001-20000,Granby,Montérégie,,J2H,120,10382
85,66-80,0,30001-50000,Granby,Montérégie,,J2H,120,10383
86,66-80,0,10001-20000,Granby,Montérégie,,J2H,120,10384
87,66-80,0,10001-20000,Granby,Montérégie,,J2H,120,10385
88,55-65,0,20001-30000,Granby,Montérégie,,J2H,120,10414
89,18-30,0,30001-50000,Granby,Montérégie,,J2G,120,10380
90,31-54,0,0-10000,Granby,Montérégie,,J2G,120,10381
91,18-30,1,10001-20000,Sherbrooke,Estrie,Fleurimont,J1E,109,10377
92,18-30,0,30001-50000,Saint-Césaire,Montérégie,,J0L,120,10378
93,55-65,1,50001-,Saint-Césaire,Montérégie,,J0L,120,10379
94,55-65,1,50001-,Granby,Montérégie,,J2G,120,10374
95,0,0,30001-50000,Granby,Montérégie,,J2H,120,10372
96,66-80,1,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4K,115,10373
97,55-65,0,30001-50000,Longueuil,Montérégie,Greenfield Park,J4V,115,10371
98,66-80,0,50001-,Brossard,Montérégie,,J4Z,115,10370
99,66-80,0,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4G,115,10376
100,31-54,0,0-10000,Saint-Lambert,Montérégie,,J4R,115,10375
101,55-65,0,50001-,Bromont,Montérégie,,J2L,120,10366
102,66-80,0,10001-20000,Shefford,Montérégie,,J2M,120,10367
103,66-80,0,20001-30000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,10368
104,55-65,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10365
105,18-30,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,10362
106,0,0,50001-,Bromont,Montérégie,,J2L,120,10363
107,55-65,0,30001-50000,Saint-Paul-d'Abbotsford,Montérégie,,J0E,120,10364
108,31-54,0,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10356
109,31-54,0,50001-,Sherbrooke,Estrie,Brompton,J1C,109,10357
110,55-65,1,10001-20000,Sherbrooke,Estrie,Fleurimont,J1G,109,10358
111,31-54,1,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10359
112,31-54,0,50001-,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,10360
113,0,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10361
114,18-30,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,118,10355
115,31-54,0,20001-30000,Saint-Adelphe,Mauricie,,G0X,92,10350
116,0,1,20001-30000,Saint-Adelphe,Mauricie,,G0X,92,10351
117,66-80,1,10001-20000,Shawinigan,Mauricie,,G9R,92,10352
118,31-54,0,50001-,Roxton Pond,Montérégie,,J0E,120,10353
119,18-30,1,30001-50000,Roxton Pond,Montérégie,,J0E,120,10354
120,0,0,0,Waterville,Estrie,,J0B,109,10348
121,66-80,1,0,Waterville,Estrie,,J0B,109,10349
122,31-54,0,0-10000,Granby,Montérégie,,J2H,120,10344
123,31-54,0,50001-,Waterville,Estrie,,J0B,109,10345
124,55-65,0,20001-30000,Granby,Montérégie,,J2H,120,10346
125,31-54,1,30001-50000,Sherbrooke,Estrie,Fleurimont,J1E,109,10338
126,31-54,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10339
127,66-80,0,10001-20000,Sherbrooke,Estrie,Brompton,J1C,109,10340
128,55-65,0,50001-,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,10341
129,55-65,0,20001-30000,Sherbrooke,Estrie,Fleurimont,J1G,109,10342
130,31-54,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10343
131,31-54,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,118,10347
132,31-54,0,10001-20000,Granby,Montérégie,,J2G,120,10337
133,31-54,0,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10335
134,66-80,0,0,Notre-Dame-du-Mont-Carmel,Mauricie,,G0X,92,10336
135,0,0,0,Amqui,Bas-Saint-Laurent,,G5J,118,10334
136,18-30,0,50001-,Saint-Ignace-de-Stanbridge,Montérégie,,J0J,120,10333
137,31-54,0,30001-50000,Granby,Montérégie,,J2J,120,10332
138,31-54,1,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,10331
139,31-54,1,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,10330
140,66-80,0,0,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10329
141,81-95,1,0,Lac-aux-Sables,Mauricie,,G0X,92,10327
142,31-54,0,50001-,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,10328
143,55-65,0,10001-20000,Granby,Montérégie,,J2G,120,10326
144,66-80,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10325
145,0,0,20001-30000,Rimouski,Bas-Saint-Laurent,,G5M,118,10324
146,0,0,0,Lac-aux-Sables,Mauricie,,G0X,92,10323
147,31-54,0,10001-20000,Granby,Montérégie,,J2G,120,10322
148,66-80,0,30001-50000,Saint-Lambert,Montérégie,,J4P,115,10320
149,66-80,0,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4L,115,10321
150,0,0,20001-30000,Lac-aux-Sables,Mauricie,,G0X,92,10319
151,55-65,0,10001-20000,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10318
152,55-65,1,50001-,Saint-Tite,Mauricie,,G0X,92,10317
153,31-54,0,50001-,Saint-Tite,Mauricie,,G0X,92,10314
154,18-30,0,0-10000,Saint-Tite,Mauricie,,G0X,92,10315
155,81-95,0,10001-20000,Granby,Montérégie,,J2G,120,10316
156,55-65,0,0,Shawinigan,Mauricie,,G9N,92,10312
157,31-54,0,20001-30000,Sainte-Thècle,Mauricie,,G0X,92,10313
158,55-65,1,30001-50000,Montréal,Montréal,Le Plateau-Mont-Royal,H2J,114,10310
159,31-54,0,20001-30000,Coaticook,Estrie,,J1A,109,10311
160,18-30,0,50001-,Sherbrooke,Estrie,Fleurimont,J1G,109,10308
161,18-30,1,50001-,Sherbrooke,Estrie,Fleurimont,J1G,109,10309
162,81-95,0,20001-30000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,10307
163,66-80,0,10001-20000,Granby,Montérégie,,J2G,120,10306
164,66-80,1,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10304
165,55-65,0,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10305
166,18-30,0,0-10000,Saint-Tite,Mauricie,,G0X,92,10302
167,66-80,0,20001-30000,Shawinigan,Mauricie,,G9N,92,10303
168,66-80,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,10301
169,0,0,30001-50000,Rimouski,Bas-Saint-Laurent,,G0L,118,10300
170,0,0,0,Baie-Comeau,Côte-Nord,,G5C,117,10299
171,31-54,0,30001-50000,Granby,Montérégie,,J2G,120,10298
172,31-54,0,50001-,Waterville,Estrie,,J1E,109,10297
173,31-54,0,50001-,Waterville,Estrie,,J0B,109,10296
174,55-65,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10294
175,66-80,0,10001-20000,Wotton,Estrie,,J0A,109,10295
176,31-54,1,50001-,Whitehorse,Yukon,,Y1A,121,10293
177,31-54,0,50001-,Whitehorse,Yukon,,Y1A,121,10291
178,31-54,0,50001-,Whitehorse,Yukon,,Y1A,121,10292
179,66-80,0,10001-20000,Granby,Montérégie,,J2G,120,10290
180,31-54,1,30001-50000,Waterville,Estrie,,J0B,109,10289
181,0,\N,,Whitehorse,Yukon,,Y1A,121,10287
182,31-54,1,30001-50000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2P,114,10288
183,31-54,1,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1N,109,10286
184,66-80,1,10001-20000,Saint-Adelphe,Mauricie,,G0X,92,10285
185,18-30,0,30001-50000,Sherbrooke,Estrie,Fleurimont,J1G,109,10284
186,31-54,0,20001-30000,Granby,Montérégie,,J2G,120,10282
187,31-54,0,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,10279
188,31-54,0,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10280
189,31-54,0,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10281
190,66-80,0,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10283
191,55-65,0,50001-,Ange-Gardien,Montérégie,,J0E,120,10278
192,55-65,1,20001-30000,Montréal,Montréal,Le Plateau-Mont-Royal,H2L,114,10277
193,31-54,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,10276
194,31-54,0,50001-,Granby,Montérégie,,J2H,120,10273
195,31-54,0,50001-,Lac-Brome,Montérégie,,J2K,120,10274
196,55-65,0,30001-50000,Rivière-Rouge,Laurentides,,J0T,114,10275
197,66-80,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10272
198,0,\N,,Waterville,Estrie,,J0B,109,10271
199,31-54,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,10270
200,81-95,0,10001-20000,Granby,Montérégie,,J2G,120,10269
201,0,0,20001-30000,Granby,Montérégie,,J0H,120,10267
202,0,0,20001-30000,Saint-Valérien-de-Milton,Montérégie,,J0H,120,10268
203,31-54,0,50001-,Granby,Montérégie,,J2G,120,10266
204,18-30,0,0,Saint-Tite,Mauricie,,G0X,92,10263
205,66-80,1,0,Sainte-Thècle,Mauricie,,G0X,92,10256
206,55-65,0,0,Sainte-Thècle,Mauricie,,G0X,92,10257
207,66-80,0,0-10000,Saint-Tite,Mauricie,,G0X,92,10258
208,96-150,0,0,Sainte-Thècle,Mauricie,,G0X,92,10259
209,0,0,0,Sainte-Thècle,Mauricie,,G0X,92,10260
210,18-30,0,0,Sainte-Thècle,Mauricie,,G0X,92,10261
211,18-30,1,0-10000,Lac-aux-Sables,Mauricie,,G0X,92,10262
212,0,1,0,Saint-Tite,Mauricie,,G0X,92,10264
213,18-30,1,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,10255
214,31-54,0,50001-,Sherbrooke,Estrie,Fleurimont,J1G,109,10254
215,31-54,0,50001-,Shawinigan,Mauricie,,G9T,92,10253
216,31-54,1,50001-,Shawinigan,Mauricie,,G9T,92,10252
217,0,0,0,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,10265
218,31-54,0,0,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10249
219,0,1,0,Compton,Estrie,,J0B,109,10250
220,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10251
221,0,0,10001-20000,Lac-aux-Sables,Mauricie,,G0X,92,10246
222,0,0,20001-30000,Shawinigan,Mauricie,,G0X,92,10245
223,31-54,1,30001-50000,Shawinigan,Mauricie,,G9N,92,10244
224,31-54,0,50001-,Rimouski,Bas-Saint-Laurent,,G5N,118,10247
225,31-54,1,50001-,Rimouski,Bas-Saint-Laurent,,G5N,118,10248
226,31-54,0,50001-,Brossard,Montérégie,,J4W,115,10242
227,31-54,0,30001-50000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,10243
228,66-80,0,20001-30000,Granby,Montérégie,,J2G,120,10238
229,31-54,0,0,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10239
230,31-54,1,20001-30000,Lac-Brome,Montérégie,,J0E,120,10240
231,31-54,1,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10241
232,31-54,0,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10237
233,31-54,0,30001-50000,Granby,Montérégie,,J2H,120,10236
234,31-54,0,50001-,Saint-Césaire,Montérégie,,J0L,120,10230
235,0,0,10001-20000,Sainte-Thècle,Mauricie,,G0X,92,10231
236,18-30,1,10001-20000,Saint-Tite,Mauricie,,G0X,92,10232
237,18-30,1,10001-20000,Saint-Tite,Mauricie,,G0X,92,10233
238,18-30,1,10001-20000,Saint-Tite,Mauricie,,G0X,92,10234
239,31-54,0,30001-50000,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10235
240,55-65,0,30001-50000,Sherbrooke,Estrie,Fleurimont,J1G,109,10227
241,31-54,0,50001-,Sherbrooke,Estrie,Fleurimont,J1E,109,10228
242,66-80,0,30001-50000,Rimouski,Bas-Saint-Laurent,,G5J,118,10229
243,55-65,0,30001-50000,Brigham,Montérégie,,J2K,120,10225
244,31-54,0,10001-20000,Cowansville,Montérégie,,J2K,120,10224
245,55-65,1,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1W,114,10223
246,66-80,0,30001-50000,Lac-aux-Sables,Mauricie,,G0X,92,10221
247,66-80,1,30001-50000,Lac-aux-Sables,Mauricie,,G0X,92,10222
248,55-65,0,30001-50000,Lac-aux-Sables,Mauricie,,G0X,92,10220
249,31-54,0,20001-30000,Stoke,Estrie,,J0B,109,10216
250,31-54,1,10001-20000,Sainte-Catherine-de-Hatley,Estrie,,J0B,109,10217
251,31-54,0,50001-,Bromont,Montérégie,,J2L,120,10218
252,31-54,0,0,Granby,Montérégie,,J2J,120,10219
253,31-54,0,30001-50000,Bolton-Est,Estrie,,J0E,109,10214
254,66-80,0,30001-50000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,10215
255,31-54,1,30001-50000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G9B,92,10213
256,66-80,0,30001-50000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,10210
257,66-80,0,0,Saint-Séverin,Mauricie,,G0X,92,10211
258,31-54,0,30001-50000,Shawinigan,Mauricie,,G9P,92,10212
259,66-80,0,10001-20000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,10209
260,66-80,0,20001-30000,Hérouxville,Mauricie,,G0X,92,10207
261,31-54,0,30001-50000,Shawinigan,Mauricie,,G9N,92,10208
262,66-80,0,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10204
263,66-80,1,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10205
264,66-80,0,20001-30000,Shawinigan,Mauricie,,G9T,92,10206
265,31-54,1,50001-,Sherbrooke,Estrie,Fleurimont,J1E,109,10202
266,31-54,1,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10203
267,66-80,0,20001-30000,Lac-aux-Sables,Mauricie,,G0X,92,10198
268,81-95,0,10001-20000,Sherbrooke,Estrie,Brompton,J1G,109,10199
269,31-54,1,30001-50000,Saint-Tite,Mauricie,,G0X,92,10200
270,31-54,0,30001-50000,Sainte-Thècle,Mauricie,,G0X,92,10201
271,31-54,1,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10197
272,18-30,0,30001-50000,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G9A,92,10195
273,18-30,1,0-10000,Saint-Tite,Mauricie,,G0X,92,10196
274,66-80,1,30001-50000,Québec,Capitale-Nationale,Beauport,J1L,109,10193
275,66-80,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10194
276,66-80,0,20001-30000,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10190
277,66-80,1,20001-30000,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10191
278,55-65,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10192
279,66-80,1,20001-30000,Sherbrooke,Estrie,Fleurimont,J1G,109,10188
280,55-65,1,0,North Hatley,Estrie,,J0B,109,10189
281,0,0,50001-,Sainte-Thècle,Mauricie,,G0X,92,10186
282,0,1,50001-,Sainte-Thècle,Mauricie,,G0X,92,10187
283,66-80,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,10184
284,66-80,1,30001-50000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10185
285,31-54,0,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,10183
286,31-54,0,30001-50000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10181
287,31-54,0,0,Shawinigan,Mauricie,,G9N,92,10180
288,66-80,1,20001-30000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8V,92,10179
289,55-65,0,30001-50000,Lac-aux-Sables,Mauricie,,G0X,92,10178
290,,1,0-10000,Lac-aux-Sables,Mauricie,,G0X,92,10177
291,31-54,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10176
292,31-54,0,30001-50000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,10175
293,31-54,1,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10174
294,18-30,0,50001-,Shawinigan,Mauricie,,G9P,92,10182
295,55-65,0,30001-50000,Matane,Bas-Saint-Laurent,,G4W,118,10173
296,31-54,0,50001-,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,10172
297,31-54,0,10001-20000,Sainte-Thècle,Mauricie,,G0X,92,10169
298,0,0,0,Baie-Comeau,Côte-Nord,,G5C,117,10171
299,31-54,0,30001-50000,Sainte-Thècle,Mauricie,,G0X,92,10168
300,31-54,0,0,Sainte-Thècle,Mauricie,,G0X,92,10170
301,66-80,0,20001-30000,Shawinigan,Mauricie,,G9N,92,10167
302,31-54,1,10001-20000,Shawinigan,Mauricie,,G9N,92,10166
303,0,0,10001-20000,Sainte-Thècle,Mauricie,,G0X,92,10165
304,0,0,0-10000,Baie-Comeau,Côte-Nord,,G4Z,117,10163
305,31-54,1,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10164
306,66-80,0,30001-50000,Shawinigan,Mauricie,,G9T,92,10160
307,31-54,0,20001-30000,Saint-Étienne-des-Grès,Mauricie,,G0X,92,10161
308,55-65,0,30001-50000,Maskinongé,Mauricie,,J0K,92,10162
309,31-54,1,30001-50000,Shawinigan,Mauricie,,G9T,92,10159
310,55-65,0,0-10000,Sainte-Thècle,Mauricie,,G0X,92,10157
311,31-54,0,50001-,Montréal,Montréal,Ville-Marie,H2K,114,10158
312,0,0,0,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,10156
313,55-65,0,30001-50000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1N,109,10155
314,55-65,0,30001-50000,Lac-aux-Sables,Mauricie,,G0X,92,10152
315,31-54,0,50001-,Lac-aux-Sables,Mauricie,,G0X,92,10151
316,31-54,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1T,114,10153
317,55-65,0,0-10000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H3N,114,10154
318,31-54,1,50001-,Sherbrooke,Estrie,Brompton,J1C,109,10150
319,0,0,0,Baie-Comeau,Côte-Nord,,G4Z,117,10148
320,31-54,0,0,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10147
321,0,0,0,Baie-Comeau,Côte-Nord,,G5C,117,10149
322,0,0,0,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,10145
323,31-54,0,10001-20000,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10144
324,81-95,1,50001-,Saint-Adelphe,Mauricie,,G0X,92,10140
325,66-80,0,20001-30000,Compton,Estrie,,J0B,109,10141
326,55-65,0,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10142
327,55-65,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,10143
328,66-80,1,10001-20000,Sainte-Thècle,Mauricie,,G0X,92,10138
329,0,0,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,10137
330,18-30,0,30001-50000,Lac-aux-Sables,Mauricie,,G0X,92,10136
331,66-80,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,10146
332,55-65,0,20001-30000,Sainte-Thècle,Mauricie,,G0X,92,10135
333,66-80,1,10001-20000,Sherbrooke,Estrie,Fleurimont,J1G,109,10134
334,31-54,0,0,Sainte-Thècle,Mauricie,,G0X,92,10128
335,0,1,30001-50000,Sainte-Thècle,Mauricie,,G0X,92,10129
336,31-54,1,50001-,Saint-Louis-de-Blandford,Centre-du-Québec,,G0Z,109,10130
337,55-65,0,20001-30000,Saint-Camille,Estrie,,J0A,109,10131
338,55-65,0,0,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,10132
339,66-80,1,10001-20000,Notre-Dame-de-Montauban,Mauricie,,G0X,92,10133
340,81-95,0,10001-20000,Sherbrooke,Estrie,Fleurimont,J1E,109,10127
341,31-54,0,0-10000,Hérouxville,Mauricie,,G0X,92,10126
