id,age,genre,revenu,region,ville,arrondissement,accorderie,mapid,address,longitude,latitude
25,31-54,0,10001-20000,Brompton,,,,,7Y6,-71.93815700198452,45.500079779967955
26,55-65,1,50001-,Fleurimont,,,,,3F7,-71.84174749563317,45.4114883663682
27,31-54,0,50001-,des Nations,,,,,2F5,-71.92560831081163,45.42099873600268
28,31-54,1,50001-,Brompton,,,,,7K5,-71.9789186589114,45.49787043374482
29,66-80,0,0-10000,Mont-Bellevue,,,,,6W4,-71.92033502287408,45.38322497153819
30,31-54,1,,des Nations,,,,,8B1,-71.96204520814594,45.419696506488634
31,31-54,1,0-10000,Brompton,,,,,9I1,-71.98160299907065,45.485132009141566
32,55-65,0,20001-30000,Brompton,,,,,5S3,-71.99395120688803,45.492903567891744
33,55-65,1,30001-50000,Lennoxville,,,,,9N5,-71.82822282947332,45.35974054596479
34,66-80,1,50001-,Fleurimont,,,,,4F6,-71.86447581424565,45.4313389261791
35,31-54,1,50001-,des Nations,,,,,6E5,-71.96333759722084,45.40622886636864
36,31-54,1,50001-,Lennoxville,,,,,2I7,-71.84297019832314,45.36008946864363
37,66-80,0,10001-20000,Brompton,,,,,8T3,-71.98387322883083,45.473598742646864
38,31-54,1,50001-,Fleurimont,,,,,9M1,-71.88397214169396,45.40224475146707
39,66-80,1,50001-,Saint-Élie,,,,,3A3,-72.00726752479906,45.37692389388233
40,31-54,0,20001-30000,Lennoxville,,,,,5G8,-71.87096668021466,45.369820075916415
41,66-80,1,,Lennoxville,,,,,9N6,-71.86795913233811,45.35891260652033
42,31-54,0,0-10000,Lennoxville,,,,,8U1,-71.84126671345233,45.356038206886616
43,55-65,1,30001-50000,des Nations,,,,,2L2,-71.96442891798796,45.40830385332958
44,55-65,1,,Brompton,,,,,1M9,-71.99138355038323,45.48072890689236
45,66-80,0,0-10000,Mont-Bellevue,,,,,6O1,-71.94035497448014,45.36880844454539
46,31-54,1,0,des Nations,,,,,3U2,-71.92844352475144,45.40448363123564
47,31-54,1,20001-30000,Mont-Bellevue,,,,,9Y8,-71.93845625506607,45.38270153869332
48,55-65,0,30001-50000,des Nations,,,,,4U2,-71.94598178909281,45.426157428561204
49,66-80,0,30001-50000,Saint-Élie,,,,,3G8,-72.03157715422502,45.40678518883978
50,31-54,1,20001-30000,Mont-Bellevue,,,,,3Y2,-71.92896121553223,45.37631561496903
51,31-54,1,10001-20000,Brompton,,,,,7D6,-71.95022580163825,45.478577297725344
52,31-54,0,,Brompton,,,,,1P1,-71.98198938686623,45.49684236260734
53,81-95,1,0,Brompton,,,,,9R8,-71.98601668141927,45.4721424991804
54,66-80,1,50001-,Lennoxville,,,,,8K6,-71.81907735132451,45.35478054972155
55,31-54,1,10001-20000,Mont-Bellevue,,,,,2A4,-71.94505514428558,45.38565128180876
56,31-54,1,30001-50000,Brompton,,,,,5H1,-71.90674676273251,45.46875282016103
57,31-54,1,0-10000,Saint-Élie,,,,,9Y6,-72.06015281588972,45.38071645476575
58,31-54,1,,Brompton,,,,,4O5,-71.92624305669096,45.46634241221348
59,81-95,1,,Saint-Élie,,,,,7L5,-72.02250271245748,45.40377529938912
60,66-80,0,20001-30000,Lennoxville,,,,,1T3,-71.85796186185651,45.377661213553495
61,66-80,1,30001-50000,des Nations,,,,,5F7,-71.95572990527425,45.41591800750768
62,31-54,0,20001-30000,Mont-Bellevue,,,,,9T8,-71.90183138333848,45.368923024387975
63,55-65,1,0,des Nations,,,,,4C7,-71.9654840844688,45.40707625958235
64,66-80,1,30001-50000,Lennoxville,,,,,2E3,-71.84972173098343,45.368547030264494
65,55-65,1,,Saint-Élie,,,,,4I6,-72.02651316613284,45.40457892704231
66,31-54,1,50001-,Mont-Bellevue,,,,,7F3,-71.92779743148623,45.368033205106194
67,55-65,0,50001-,Lennoxville,,,,,4D7,-71.82862380257606,45.37602594428564
68,66-80,1,,Brompton,,,,,6K4,-71.92066633959992,45.46741500224768
69,66-80,1,50001-,Brompton,,,,,6H9,-71.96093226644994,45.4807483368705
70,66-80,0,30001-50000,Lennoxville,,,,,4K8,-71.86844367349127,45.376624560886555
71,31-54,1,30001-50000,Fleurimont,,,,,1T5,-71.86492538471444,45.43185994539339
72,31-54,0,30001-50000,Brompton,,,,,9R3,-71.91464280949312,45.48424498063572
73,31-54,0,,Saint-Élie,,,,,6Q5,-72.01593386539784,45.42721769863234
74,66-80,0,50001-,Lennoxville,,,,,6O3,-71.85380906951384,45.36379295391309
75,31-54,1,10001-20000,Fleurimont,,,,,2W8,-71.84103222272307,45.416645116646045
76,81-95,0,20001-30000,Brompton,,,,,4W1,-71.96069378932101,45.49494994786358
77,31-54,1,30001-50000,Saint-Élie,,,,,8Q5,-72.06016028317322,45.408393870562605
78,31-54,0,10001-20000,Mont-Bellevue,,,,,8I4,-71.94012650381043,45.37392813193021
79,66-80,1,10001-20000,Lennoxville,,,,,1P6,-71.84167940949591,45.35859497085183
80,66-80,0,10001-20000,Saint-Élie,,,,,6R4,-72.02932336064791,45.3839524265928
81,81-95,1,0,Mont-Bellevue,,,,,4D2,-71.93456824306868,45.38908232786298
82,31-54,1,20001-30000,des Nations,,,,,5W8,-71.93536113612825,45.428865272139014
83,55-65,1,50001-,Brompton,,,,,3B7,-71.93730041473788,45.49572451055676
84,66-80,0,0,des Nations,,,,,6N6,-71.9295857426557,45.4216564611139
85,66-80,1,50001-,Saint-Élie,,,,,3S1,-72.05349901396369,45.4233411520503
86,31-54,0,30001-50000,Saint-Élie,,,,,1T6,-72.03702416250668,45.42798179479957
87,66-80,0,50001-,Fleurimont,,,,,7P3,-71.85215258701794,45.425873471535596
88,31-54,0,0,Saint-Élie,,,,,7F6,-72.06270156913111,45.40181869992866
89,31-54,0,0-10000,Brompton,,,,,9W3,-71.90121513902685,45.46517978430137
90,66-80,0,30001-50000,Fleurimont,,,,,5U8,-71.86597601614893,45.41401299593059
91,31-54,0,0,des Nations,,,,,9R2,-71.95349358253972,45.42733732203329
92,66-80,1,0-10000,des Nations,,,,,6T4,-71.9513115019056,45.41137327906046
93,31-54,0,20001-30000,Fleurimont,,,,,3D8,-71.84245613625416,45.408052253237436
94,66-80,0,50001-,Brompton,,,,,8S9,-71.99501649800305,45.500184833333485
95,31-54,0,0-10000,des Nations,,,,,5U4,-71.92052071109742,45.417064801499336
96,66-80,1,0,Mont-Bellevue,,,,,7G2,-71.89935914553355,45.37295955135309
97,31-54,0,0-10000,Fleurimont,,,,,9S9,-71.8777021879857,45.430396050708715
98,31-54,0,10001-20000,Brompton,,,,,3H2,-71.91238359359811,45.469378511841335
99,31-54,0,50001-,Saint-Élie,,,,,9W5,-72.04248367029878,45.406710278159764
100,31-54,0,,Mont-Bellevue,,,,,4T7,-71.90932724069401,45.36931741247076
101,55-65,1,10001-20000,Saint-Élie,,,,,8G6,-72.01150257474407,45.431034956693395
102,31-54,0,10001-20000,Brompton,,,,,6X4,-71.93544925457542,45.468904310420676
103,55-65,0,50001-,des Nations,,,,,9D5,-71.93797989095695,45.42345958357605
104,55-65,1,30001-50000,Mont-Bellevue,,,,,7M2,-71.91911465068817,45.3839706899159
105,55-65,1,,Saint-Élie,,,,,7V7,-72.05040930591268,45.438105080129084
106,66-80,1,,Fleurimont,,,,,9C3,-71.88275475488821,45.431082705135346
107,31-54,1,50001-,Brompton,,,,,8P2,-71.93912870442342,45.46884543049399
108,66-80,0,0-10000,Mont-Bellevue,,,,,5O5,-71.93415904696901,45.39138488256701
109,31-54,1,30001-50000,Saint-Élie,,,,,1M5,-72.00397669591158,45.40355921325317
110,55-65,1,30001-50000,Lennoxville,,,,,1G3,-71.85494359606686,45.35413635692458
111,66-80,1,10001-20000,Fleurimont,,,,,5T7,-71.87487534345802,45.42339900583426
112,81-95,0,30001-50000,Brompton,,,,,8H5,-71.91246567297846,45.49729344673309
113,66-80,0,50001-,Fleurimont,,,,,5Q4,-71.88433727068538,45.40838663380283
114,55-65,0,10001-20000,Lennoxville,,,,,4R1,-71.82301335871357,45.37920366081959
115,55-65,0,0-10000,Brompton,,,,,4Q8,-71.95428434550293,45.49431693713561
116,31-54,1,0,Saint-Élie,,,,,8E2,-72.03528390484067,45.415616560262094
117,66-80,0,0-10000,des Nations,,,,,2A9,-71.9332372453547,45.432501386341784
118,31-54,1,30001-50000,Brompton,,,,,6X5,-71.90645940248861,45.4889948226798
119,31-54,0,0,Lennoxville,,,,,3G7,-71.84207221744349,45.36540806343746
120,66-80,0,50001-,Mont-Bellevue,,,,,2U2,-71.91707976424259,45.3765149349027
121,55-65,1,50001-,des Nations,,,,,2D4,-71.95437959729897,45.41258697608789
122,31-54,1,10001-20000,Fleurimont,,,,,8E2,-71.83751830000492,45.424067942284616
123,31-54,1,0-10000,Brompton,,,,,9L7,-71.91293437503485,45.464175674604576
124,66-80,1,20001-30000,Lennoxville,,,,,9Q6,-71.8586459983938,45.36390812693866
125,66-80,0,30001-50000,des Nations,,,,,1T5,-71.93387371227149,45.4257603132278
126,55-65,1,10001-20000,Saint-Élie,,,,,5N7,-71.99292035486398,45.38816906633075
127,55-65,0,50001-,Saint-Élie,,,,,9W1,-72.02384772365868,45.410639845647474
128,55-65,0,0,Saint-Élie,,,,,7E7,-72.05435490541315,45.43794116959817
129,66-80,1,,Lennoxville,,,,,8R7,-71.83545104612148,45.37862095147272
130,31-54,1,50001-,des Nations,,,,,9F5,-71.95480952211652,45.41326491438475
131,31-54,1,30001-50000,Saint-Élie,,,,,7U8,-72.0073463817728,45.3740810768153
132,31-54,0,0-10000,Brompton,,,,,9M4,-71.95427455210815,45.47414838984055
133,55-65,1,50001-,Mont-Bellevue,,,,,5L5,-71.9442779569642,45.375004319712495
134,66-80,1,0,des Nations,,,,,5X7,-71.92334905284034,45.425357450759044
135,66-80,1,10001-20000,Mont-Bellevue,,,,,3B6,-71.92636985238988,45.367208761920025
136,31-54,0,50001-,Mont-Bellevue,,,,,2A9,-71.92648955857567,45.372881804385734
137,66-80,1,0-10000,des Nations,,,,,2B8,-71.94980403201488,45.40388622222308
138,55-65,1,10001-20000,des Nations,,,,,7Q6,-71.96074448962565,45.42436675024548
139,66-80,0,50001-,Mont-Bellevue,,,,,4X3,-71.91559458267737,45.37876649170452
140,55-65,1,10001-20000,des Nations,,,,,6K7,-71.91727624425238,45.42364280919456
141,55-65,1,0,Lennoxville,,,,,9U6,-71.84481899363905,45.364889841882984
142,31-54,1,,Lennoxville,,,,,8M8,-71.81426483474547,45.363351596507826
143,31-54,1,10001-20000,Brompton,,,,,9P3,-71.99052575671521,45.48780056574852
144,31-54,1,50001-,Lennoxville,,,,,2M6,-71.86479514565748,45.37690135704739
145,66-80,0,10001-20000,Lennoxville,,,,,8Y5,-71.87112222786894,45.37579185358114
146,66-80,0,,des Nations,,,,,1Q7,-71.95225332656182,45.405914090499806
147,31-54,1,0-10000,Lennoxville,,,,,3M3,-71.83131073216242,45.380610503718074
148,31-54,0,30001-50000,des Nations,,,,,5T4,-71.91209077655675,45.42137978499731
149,66-80,1,30001-50000,Fleurimont,,,,,4C8,-71.87743132954802,45.41504159182627
150,66-80,1,10001-20000,des Nations,,,,,8A2,-71.90958086010721,45.43298122017626
151,31-54,1,,Lennoxville,,,,,2K3,-71.8254011513348,45.35973116425683
152,66-80,0,0,Brompton,,,,,3Y7,-71.90641084828502,45.48093862137674
153,31-54,1,30001-50000,Brompton,,,,,7H8,-71.98026138834663,45.49798875609947
154,66-80,0,,Fleurimont,,,,,1W5,-71.83958021848635,45.42399292185661
155,66-80,0,30001-50000,des Nations,,,,,5C4,-71.9554546603598,45.42866982483975
156,31-54,1,0-10000,des Nations,,,,,6L5,-71.92561425053192,45.42358627834022
157,31-54,1,30001-50000,des Nations,,,,,2C7,-71.96140026468662,45.406775448199475
158,66-80,1,10001-20000,Fleurimont,,,,,5X7,-71.86075259784002,45.41162742469841
159,66-80,0,,Mont-Bellevue,,,,,8Y7,-71.924324881112,45.39251615588723
160,55-65,0,,Mont-Bellevue,,,,,2M1,-71.89912673537613,45.38093082919712
161,66-80,1,30001-50000,Brompton,,,,,8X9,-71.89960224051163,45.46703123259606
162,81-95,1,,Fleurimont,,,,,6E2,-71.84980622032049,45.440477335949325
163,31-54,1,10001-20000,Mont-Bellevue,,,,,5M7,-71.91076181997988,45.38472419365141
164,55-65,0,0-10000,des Nations,,,,,5N3,-71.93573775524621,45.398647572935545
165,55-65,0,,des Nations,,,,,1W9,-71.96579855504734,45.42449378024935
166,66-80,1,10001-20000,Lennoxville,,,,,8G1,-71.83187493428137,45.3770693479929
167,31-54,0,,Saint-Élie,,,,,7M2,-71.99451822235072,45.42372862962589
168,66-80,1,10001-20000,Saint-Élie,,,,,5K6,-72.01723288291244,45.392785994014645
169,55-65,1,0,Mont-Bellevue,,,,,5E5,-71.945659053449,45.37358951948914
170,31-54,1,,Fleurimont,,,,,2V4,-71.8555465295975,45.405776543548974
171,55-65,1,0-10000,Brompton,,,,,6G7,-71.91953942316594,45.50089499346226
172,55-65,0,0-10000,Mont-Bellevue,,,,,2O3,-71.93747463376164,45.37359457950769
173,31-54,0,30001-50000,Brompton,,,,,7F5,-71.91615520755705,45.47184136676525
174,66-80,1,50001-,des Nations,,,,,6A3,-71.91733504452972,45.403643462734244
175,31-54,1,30001-50000,Fleurimont,,,,,7E3,-71.88126879792551,45.42007431284124
176,66-80,1,0,Fleurimont,,,,,7E9,-71.8464979510447,45.4328468158412
177,55-65,0,0,Saint-Élie,,,,,3L2,-72.0442041985509,45.42355000096521
178,55-65,1,50001-,Mont-Bellevue,,,,,3B9,-71.93442059455168,45.3922920554333
179,31-54,1,20001-30000,Lennoxville,,,,,5S2,-71.84716148542253,45.357667881788714
180,66-80,1,10001-20000,Saint-Élie,,,,,8Q4,-72.03893817091554,45.375681935388606
181,81-95,1,,Lennoxville,,,,,6G9,-71.83427578162895,45.357631456248235
182,55-65,1,0-10000,Saint-Élie,,,,,2T3,-71.99590224253582,45.3872252111288
183,31-54,0,30001-50000,des Nations,,,,,4V9,-71.92199084965803,45.42755026107034
184,66-80,0,0-10000,Mont-Bellevue,,,,,2G9,-71.91752633380489,45.3884806068821
185,31-54,1,20001-30000,Saint-Élie,,,,,6R6,-72.03670458833933,45.375927396878495
186,66-80,1,0,Lennoxville,,,,,3O1,-71.86982443748944,45.360095431953
187,55-65,1,0,des Nations,,,,,9V2,-71.92667256536312,45.40877497933507
188,66-80,0,,Brompton,,,,,7C9,-71.95243897182863,45.485775596422094
189,55-65,1,30001-50000,Lennoxville,,,,,8F6,-71.81907459402858,45.37531153151713
190,66-80,1,20001-30000,des Nations,,,,,3C4,-71.96253349917211,45.39706687017257
191,55-65,1,30001-50000,Brompton,,,,,8R8,-71.98436851479173,45.487101698919375
192,55-65,1,,Mont-Bellevue,,,,,4T1,-71.9071293657998,45.36607745775006
193,31-54,0,0,Lennoxville,,,,,9I3,-71.83726437003375,45.36447100307671
194,81-95,0,0,Mont-Bellevue,,,,,6C7,-71.91309255784229,45.3849260141139
195,31-54,1,0-10000,Lennoxville,,,,,3M4,-71.84641084285434,45.374846281286196
196,55-65,0,10001-20000,Saint-Élie,,,,,5E1,-71.9922505483694,45.38136422163426
197,31-54,0,0-10000,des Nations,,,,,6N7,-71.95551094923484,45.39863027162872
198,55-65,1,30001-50000,Saint-Élie,,,,,6B5,-72.05754807596868,45.42701421481597
199,31-54,0,20001-30000,des Nations,,,,,1P5,-71.95901280973096,45.40831584749388
200,31-54,0,50001-,Fleurimont,,,,,7R2,-71.87091977875336,45.40161505540268
201,55-65,1,20001-30000,des Nations,,,,,5W7,-71.94763097861795,45.40893580030116
202,66-80,0,30001-50000,Mont-Bellevue,,,,,6X6,-71.9107945995964,45.391188329574994
203,66-80,0,10001-20000,Mont-Bellevue,,,,,8H1,-71.90056764201924,45.377725604237106
204,66-80,1,0-10000,des Nations,,,,,5F8,-71.9133007245467,45.43148393340787
205,55-65,0,20001-30000,Brompton,,,,,4X7,-71.964896119315,45.502823983837445
206,31-54,1,0,Lennoxville,,,,,5N2,-71.8264086681664,45.37490640330856
207,31-54,1,30001-50000,Brompton,,,,,9U7,-71.97869914822454,45.47164999295268
208,55-65,0,,Mont-Bellevue,,,,,1S5,-71.93886988279641,45.38044032482339
209,55-65,1,0,Mont-Bellevue,,,,,6B9,-71.9180995314205,45.38184691328849
210,31-54,1,,Brompton,,,,,6L6,-71.95583445591399,45.49767345527625
211,31-54,0,0,Saint-Élie,,,,,9X1,-71.98902613286936,45.38980537714297
212,31-54,0,0-10000,Fleurimont,,,,,2V2,-71.85472095766742,45.438937560795644
213,55-65,1,30001-50000,Mont-Bellevue,,,,,1V1,-71.9332735272645,45.38819905437842
214,55-65,1,20001-30000,Mont-Bellevue,,,,,9C1,-71.92365482999774,45.36842941064434
215,66-80,1,,Fleurimont,,,,,7R2,-71.86649138924602,45.43457083209487
216,31-54,1,20001-30000,Saint-Élie,,,,,2S5,-71.99981400421542,45.38142077433202
217,31-54,1,,Fleurimont,,,,,4Q4,-71.8773855919109,45.40401849863947
218,55-65,1,20001-30000,Brompton,,,,,6T3,-71.96520370279637,45.491251561558954
219,31-54,1,0-10000,des Nations,,,,,2N6,-71.91645227197779,45.397094916105985
220,66-80,1,30001-50000,Mont-Bellevue,,,,,5A2,-71.90530211627618,45.38060841985978
221,31-54,0,30001-50000,des Nations,,,,,9Y8,-71.91693309840622,45.42759673062125
222,31-54,1,,Mont-Bellevue,,,,,6E7,-71.94103425898402,45.37030242441183
223,81-95,1,20001-30000,Brompton,,,,,1M8,-71.93392754136234,45.46989160672553
224,66-80,0,0,Mont-Bellevue,,,,,9P5,-71.94614287637289,45.39133220838361
225,55-65,1,10001-20000,Fleurimont,,,,,3E7,-71.83914904559659,45.43865288527169
226,31-54,0,20001-30000,des Nations,,,,,9R4,-71.92066713429247,45.39732605029193
227,66-80,0,0,Fleurimont,,,,,9I3,-71.85304457431697,45.407302856201845
228,66-80,0,,Mont-Bellevue,,,,,3H1,-71.91295874112687,45.375556588817915
229,66-80,0,0,Mont-Bellevue,,,,,2M8,-71.89911656931163,45.39046457167372
230,31-54,1,0-10000,Saint-Élie,,,,,1X3,-72.04773077322179,45.431589978600925
231,66-80,0,10001-20000,des Nations,,,,,3U3,-71.95606972429613,45.39957252572217
232,55-65,0,30001-50000,Lennoxville,,,,,7R5,-71.87251971020102,45.37429668993591
233,55-65,0,50001-,Brompton,,,,,2I9,-71.95163139421199,45.477615765511416
234,66-80,0,30001-50000,Fleurimont,,,,,3M1,-71.8507305824055,45.416585555461005
235,31-54,1,50001-,Mont-Bellevue,,,,,3Q4,-71.91004520406449,45.36457389712536
236,66-80,1,0,Brompton,,,,,4H5,-71.98806494020808,45.50214417229888
237,31-54,1,,Fleurimont,,,,,2L5,-71.8617964656159,45.401410376494795
238,55-65,0,10001-20000,Fleurimont,,,,,2F4,-71.8428385151458,45.41217231726488
239,66-80,0,30001-50000,Mont-Bellevue,,,,,2F9,-71.90916740161795,45.373010151834684
240,31-54,0,50001-,Saint-Élie,,,,,8V6,-72.02426566657215,45.41411528641183
241,31-54,1,10001-20000,Brompton,,,,,7Y9,-71.92627872100145,45.46563523418095
242,55-65,0,,Brompton,,,,,2C7,-71.98165403609293,45.49676296511287
243,66-80,0,10001-20000,Lennoxville,,,,,6M4,-71.83217181120948,45.3772664359861
244,31-54,1,,Lennoxville,,,,,2T3,-71.83704821551672,45.37316733503039
245,55-65,0,0,Saint-Élie,,,,,8T1,-72.00694485672776,45.43528476276995
246,55-65,0,10001-20000,Brompton,,,,,4X7,-71.94698286985074,45.46719593117144
247,55-65,0,20001-30000,des Nations,,,,,8B5,-71.9363617864876,45.39783844713532
248,31-54,1,30001-50000,Fleurimont,,,,,3U9,-71.85917244674117,45.43743517618934
249,31-54,0,0,des Nations,,,,,6N7,-71.95889456831793,45.42569514788221
250,31-54,1,0-10000,des Nations,,,,,5F3,-71.92997441742378,45.42345439141006
251,31-54,0,0-10000,Lennoxville,,,,,1I8,-71.82883608702963,45.38109979543807
252,66-80,0,0-10000,des Nations,,,,,9W6,-71.96508846916028,45.40530580550478
253,66-80,0,0,Fleurimont,,,,,7T9,-71.86501330350818,45.43141041168533
254,66-80,1,10001-20000,Saint-Élie,,,,,3Q5,-72.05829159739642,45.40771562743447
255,55-65,0,50001-,Saint-Élie,,,,,7Q7,-71.99756912690357,45.38977059725406
256,55-65,0,,Mont-Bellevue,,,,,5K7,-71.91157027684294,45.367844163837056
257,55-65,0,0-10000,des Nations,,,,,9M1,-71.96277477003528,45.42494944623173
258,55-65,1,50001-,Lennoxville,,,,,9E1,-71.83090288555339,45.368192164127265
259,31-54,1,0,Saint-Élie,,,,,6H4,-72.03032869719381,45.40564379988004
260,66-80,0,50001-,Brompton,,,,,5I2,-71.96069692251707,45.479493061338054
261,31-54,0,0,Brompton,,,,,8N6,-71.96229225035323,45.47439334251576
262,31-54,1,20001-30000,Fleurimont,,,,,1D1,-71.86384348757825,45.41009791512646
263,31-54,1,,Saint-Élie,,,,,6R1,-72.05337898280193,45.385328226642606
264,81-95,1,50001-,Brompton,,,,,5V8,-71.9616965461379,45.474475248709126
265,31-54,0,50001-,Fleurimont,,,,,5H8,-71.86408224938342,45.43541102445806
266,55-65,1,,des Nations,,,,,1Y9,-71.9502506143997,45.41247992019768
267,31-54,0,10001-20000,Saint-Élie,,,,,9M9,-72.05673649959448,45.39279748054233
268,66-80,1,0,Lennoxville,,,,,1O6,-71.81830750165683,45.38182376071115
269,55-65,0,20001-30000,Brompton,,,,,6T7,-71.94730130413313,45.49465241845956
270,55-65,0,10001-20000,Saint-Élie,,,,,3M3,-72.01277958610325,45.42643468460108
271,66-80,1,20001-30000,Lennoxville,,,,,2S4,-71.8451056732556,45.38379971001149
272,31-54,1,50001-,Lennoxville,,,,,6E4,-71.85482992904879,45.38277057156575
273,66-80,0,0-10000,Brompton,,,,,1B7,-71.96683162878963,45.481605895125085
274,66-80,1,0,Mont-Bellevue,,,,,7F5,-71.90344886228674,45.381039021846284
275,55-65,1,20001-30000,Saint-Élie,,,,,8A9,-72.03406295679122,45.38228726890157
276,66-80,1,50001-,Lennoxville,,,,,7R2,-71.82338160471475,45.3637955486683
277,81-95,0,30001-50000,Fleurimont,,,,,2S6,-71.84185577052783,45.41596684910428
278,55-65,0,,Lennoxville,,,,,9L2,-71.85220391380763,45.37286916741049
279,31-54,1,,Lennoxville,,,,,1H8,-71.8375172881006,45.36470588948912
280,31-54,0,,Mont-Bellevue,,,,,6B6,-71.90282949103492,45.37525731039037
281,66-80,1,20001-30000,des Nations,,,,,1E5,-71.96338099162239,45.41087746481115
282,31-54,1,10001-20000,des Nations,,,,,5E7,-71.96181826342365,45.410952265613595
283,66-80,0,10001-20000,Fleurimont,,,,,8M4,-71.87174863001371,45.42245640324981
284,55-65,1,50001-,Brompton,,,,,1A8,-71.96786679925617,45.46753216213744
285,66-80,0,,Saint-Élie,,,,,7T5,-72.01018502781,45.40265780253069
286,31-54,1,10001-20000,Lennoxville,,,,,6L6,-71.82919314202407,45.355959903785
287,66-80,0,10001-20000,Brompton,,,,,6T3,-71.93589073092855,45.49279640966022
288,31-54,1,10001-20000,des Nations,,,,,8F8,-71.95973681292242,45.43117682400788
289,31-54,0,0-10000,Fleurimont,,,,,9B6,-71.84513618992194,45.402850664839306
290,55-65,0,,Mont-Bellevue,,,,,8A6,-71.93681441431391,45.39128955076486
291,31-54,1,10001-20000,des Nations,,,,,2S2,-71.94273773105093,45.41053668308008
292,55-65,1,0-10000,des Nations,,,,,6U5,-71.95116513551555,45.412315318331046
293,31-54,0,50001-,Mont-Bellevue,,,,,2U2,-71.90229425808432,45.38462027143706
294,31-54,0,50001-,Saint-Élie,,,,,1A4,-72.04417727189679,45.37298883652444
295,55-65,1,20001-30000,des Nations,,,,,7M2,-71.94789843971226,45.422391850876586
296,66-80,0,0,des Nations,,,,,6T7,-71.96627225113262,45.421614535508084
297,31-54,0,10001-20000,Saint-Élie,,,,,2T1,-72.00904665846812,45.413904583360775
298,31-54,0,10001-20000,des Nations,,,,,9L2,-71.96729676286469,45.41575648757327
299,31-54,1,30001-50000,Lennoxville,,,,,5Y2,-71.8333994299781,45.360204847008006
300,66-80,0,10001-20000,Saint-Élie,,,,,9P3,-71.98960935561709,45.40832887055042
301,31-54,1,30001-50000,Fleurimont,,,,,6G8,-71.87498588136066,45.41763849873524
302,31-54,1,50001-,Lennoxville,,,,,7X5,-71.82082452680328,45.36543494314639
303,55-65,0,30001-50000,Mont-Bellevue,,,,,1K7,-71.93475135057112,45.38298449462776
304,66-80,0,0-10000,Lennoxville,,,,,4X5,-71.82527539434297,45.367240631325636
305,31-54,1,30001-50000,des Nations,,,,,2P2,-71.93031152182162,45.42238167945528
306,55-65,0,,Lennoxville,,,,,4G7,-71.81403914960201,45.36333322108463
307,55-65,0,20001-30000,Fleurimont,,,,,6V5,-71.86340430401222,45.4291706236059
308,31-54,0,30001-50000,Fleurimont,,,,,3T2,-71.8792745351085,45.434773539494934
309,66-80,0,50001-,Mont-Bellevue,,,,,4B2,-71.92315894696476,45.376751034232015
310,66-80,1,30001-50000,Fleurimont,,,,,3X6,-71.86824587872002,45.42039814319505
311,66-80,1,10001-20000,Mont-Bellevue,,,,,5W9,-71.93653440867533,45.387787483133465
312,31-54,1,50001-,des Nations,,,,,2G6,-71.94172413156085,45.419456981854616
313,31-54,0,30001-50000,Lennoxville,,,,,1R3,-71.83237351513513,45.380471951547015
