id,age,genre,revenu,region,ville,arrondissement,accorderie,mapid,address,longitude,latitude
37,66-80,0,30001-50000,Lennoxville,,,,,6O4,-71.85638446911132,45.35876110726389
38,66-80,0,0-10000,Saint-Élie,,,,,6Q3,-72.05332671431708,45.375836353071854
39,66-80,1,50001-,Lennoxville,,,,,3L1,-71.84036743097452,45.354944162219596
40,55-65,0,,Mont-Bellevue,,,,,3W6,-71.91721328549659,45.381588526683935
41,66-80,0,0,Lennoxville,,,,,2F3,-71.86375927910282,45.35915417741094
42,55-65,1,10001-20000,Brompton,,,,,9B4,-71.96427116905741,45.4780564441299
43,66-80,0,20001-30000,Brompton,,,,,4M2,-71.98202403990952,45.486228834418164
44,66-80,1,0-10000,Fleurimont,,,,,9E7,-71.8389564511583,45.4214849637854
45,55-65,1,50001-,Lennoxville,,,,,6C4,-71.84830645954382,45.35925582482234
46,66-80,1,50001-,Fleurimont,,,,,3E8,-71.87433743301672,45.42072374967443
47,66-80,1,50001-,Mont-Bellevue,,,,,6U2,-71.92558501252189,45.38125238824606
48,55-65,0,,Fleurimont,,,,,7B6,-71.83860497254244,45.43880127200766
49,66-80,0,0,Brompton,,,,,3F2,-71.9055026487212,45.498625849268834
50,55-65,0,0,Brompton,,,,,1K5,-71.95484549243554,45.473325671358396
51,31-54,1,30001-50000,Brompton,,,,,1O6,-71.99327217409693,45.49934314921222
52,66-80,0,30001-50000,Fleurimont,,,,,5X9,-71.86892894044638,45.43036915232905
53,31-54,1,0,Fleurimont,,,,,6V1,-71.871897055312,45.42634352710131
54,31-54,0,30001-50000,Mont-Bellevue,,,,,7K1,-71.90880834901192,45.39156466399023
55,55-65,1,30001-50000,Fleurimont,,,,,8C5,-71.85181794198772,45.40794923715533
56,31-54,0,30001-50000,Saint-Élie,,,,,1Q6,-72.02837547689681,45.402349754037026
57,31-54,1,,des Nations,,,,,2L9,-71.95808143274603,45.43238042354713
58,66-80,1,0,Brompton,,,,,2K9,-71.97372083028174,45.50020890345858
59,66-80,0,50001-,Saint-Élie,,,,,3H6,-71.99691562356772,45.38793279658759
60,31-54,0,0-10000,Saint-Élie,,,,,9Q7,-71.98864308697581,45.415617807221636
61,66-80,0,0-10000,des Nations,,,,,9K4,-71.9461266233417,45.4100464182969
62,66-80,1,30001-50000,des Nations,,,,,7P4,-71.93223344742403,45.42020248054651
63,66-80,1,,Mont-Bellevue,,,,,4P7,-71.92187380514767,45.36892612440211
64,66-80,0,0-10000,des Nations,,,,,3D8,-71.95012044437105,45.406068681409735
65,66-80,1,0-10000,Lennoxville,,,,,1Q3,-71.86686599060393,45.381374365988705
66,31-54,0,0-10000,des Nations,,,,,3W7,-71.91226893618158,45.409840160680204
67,55-65,0,50001-,Fleurimont,,,,,9L5,-71.87371680368668,45.42993481145339
68,66-80,1,10001-20000,Fleurimont,,,,,7K6,-71.88357276022789,45.405041542102225
69,66-80,0,20001-30000,Mont-Bellevue,,,,,6F9,-71.94629015430523,45.37061347500023
70,55-65,1,0-10000,Saint-Élie,,,,,8R6,-72.06317755754665,45.385191643800894
71,66-80,0,0-10000,Mont-Bellevue,,,,,2B2,-71.91353671073388,45.36413878846122
72,55-65,1,0,Brompton,,,,,1M6,-71.98257751447781,45.47306680190844
73,31-54,0,50001-,Lennoxville,,,,,9O8,-71.86304061503618,45.36164929618381
74,31-54,0,10001-20000,Mont-Bellevue,,,,,7T7,-71.93461175470284,45.37263576719967
75,66-80,0,20001-30000,Brompton,,,,,5O2,-71.97778125985697,45.46419299478387
76,66-80,1,20001-30000,Lennoxville,,,,,8X1,-71.85319111227636,45.35534025410157
77,31-54,1,0-10000,Fleurimont,,,,,7O5,-71.87985628847156,45.4187776448318
78,31-54,1,30001-50000,des Nations,,,,,9M4,-71.93336233621886,45.4305642781131
79,66-80,1,50001-,Fleurimont,,,,,9L2,-71.83739243739295,45.40500920759378
80,31-54,0,30001-50000,Fleurimont,,,,,3U5,-71.85008365323164,45.420366095538
81,31-54,0,10001-20000,des Nations,,,,,8G9,-71.93755834803966,45.40815149238748
82,66-80,0,20001-30000,des Nations,,,,,7L4,-71.94061722116675,45.42179877001427
83,55-65,0,10001-20000,des Nations,,,,,4S7,-71.91859687006904,45.40223546234598
84,31-54,0,30001-50000,Brompton,,,,,4T7,-71.96523581222922,45.482081441121785
85,31-54,0,10001-20000,Fleurimont,,,,,5Q4,-71.88119342469821,45.41057418446929
86,55-65,1,0-10000,Lennoxville,,,,,2M4,-71.83227311058057,45.367355933391394
87,55-65,1,50001-,Lennoxville,,,,,6V2,-71.87097215993114,45.36673164197782
88,31-54,0,,Lennoxville,,,,,2A8,-71.84758375118699,45.359062255085476
89,55-65,0,0-10000,Mont-Bellevue,,,,,8P9,-71.94484444791179,45.36723176010862
90,66-80,0,,Mont-Bellevue,,,,,6U6,-71.91155477192005,45.3723169988317
91,31-54,0,0,Saint-Élie,,,,,5S3,-72.01627331864027,45.38881119840332
92,55-65,1,0-10000,Saint-Élie,,,,,7T9,-72.02397487037572,45.37091717860503
93,66-80,1,0-10000,Fleurimont,,,,,6S5,-71.87546231348142,45.413910447969144
94,31-54,1,0-10000,Fleurimont,,,,,1U8,-71.87004463879182,45.41644945922106
95,31-54,1,30001-50000,Brompton,,,,,5C8,-71.94587981484547,45.48907596407743
96,31-54,0,50001-,des Nations,,,,,8E7,-71.91546293653128,45.40930271085991
97,31-54,0,20001-30000,Fleurimont,,,,,9F3,-71.86618576683973,45.408448759136355
98,31-54,0,20001-30000,Mont-Bellevue,,,,,4R1,-71.9450364956381,45.36478187352599
99,31-54,1,,Lennoxville,,,,,5P6,-71.85974724723394,45.35692467457625
